"","ros_entity_number","FSCSKEY","FSCS_SEQ","ros_entity_name","ros_entity_type","is_school_library_independent","ros_subtype","ros_status","ros_physical_address","ros_physical_city","ros_physical_state","ros_physical_zipcode","ros_physical_zipcode_ext","ros_physical_county","ros_latitude","ros_longitude","ros_congressional_district","ros_urban_rural_status","ros_number_of_full_time_students","ros_total_number_of_part_time_students","ros_peak_number_of_part_time_students","ros_number_of_nslp_students","billed_entity_number","organization_name","organization_entity_type_name","org_address1","org_city","org_state","org_zipcode","org_congressional_district","funding_year","application_number","funding_request_number","form_471_line_item_number","is_certified_in_window","form_471_status_name","form_471_frn_status_name","pending_reason","spin_name","spin_number","chosen_category_of_service","form_471_service_type_name","form_471_function_name","form_471_product_name","upload_speed","form_471_upload_speed_unit_name","download_speed","form_471_download_speed_unit_name","total_monthly_cost","monthly_recur_ineligible_cost","monthly_recurring_unit_eligible_costs","monthly_quantity","total_monthly_eligible_recurring_costs","months_of_service","total_eligible_recurring_costs","total_one_time_cost","one_time_ineligible_cost","one_time_eligible_costs","one_time_quantity","total_eligible_one_time_costs","pre_discount_extended_eligible_line_item_costs","dis_pct","post_discount_extended_eligible_line_item_costs","post_discount_applicant_share","ros_square_footage","qty_allocation","tribal_type","form_471_frn_fiber_type_name","form_471_frn_fiber_sub_type_name","ros_physical_address_2","original_allocation","count_ros","cat1_discount_by_ros_estimated","cat2_discount_by_ros","MOST_RECENT_PLS","form_471_purpose_name","form_version","connection_directly_school","connection_supports_service","download_speed_mbps","upload_speed_mbps","speed_tier","gigabit_binary","POPU_LSA","LOCALE_ADD","LOCALE","LOCALE_ADD_DESCR","LOCALE_TOP_LEVEL_DESCR","speed_benchmark","pop_category"
"1100",121423,"ME0119",2,"lewiston public library","library","Yes","main branch, public library","Active","200 Lisbon Street","Lewiston","ME",4240,7203,"Androscoggin",44.0954734,-70.2162466,"Congressional District 2","Urban",NA,NA,NA,NA,16055092,"Networkmaine","consortium","5752 Neville Hall","Orono","ME",4469,"Congressional District 2",2022,221006518,2299009529,2299009529.003,"In-Window","Committed","Funded","FCDL Issued","TVC Albany, Inc",143026172,"Category1","Data Transmission and/or Internet Access","Fiber","Dark Fiber (No Special Construction)",1000,"Mbps",1000,"Mbps",350,0,350,1,350,12,4200,0,0,0,0,0,4200,0.7,2940,1260,46000,1,NA,NA,NA,NA,4200,1,2940,NA,2020,"Data connection(s) for an applicant’s hub site to an Internet Service Provider or state/regional network where Internet access service is billed separately","Current","Yes","No",1000,1000,"gigabit","gigabit",36226,NA,13,"City Small","City","benchmark met","under50"
"1101",121436,"ME0258",2,"mexico free public library","library","Yes","main branch, public library","Active","143 Main Street","Mexico","ME",4257,NA,"Oxford",44.5561502,-70.5400365,"Congressional District 2","Rural",NA,NA,NA,NA,16055092,"Networkmaine","consortium","5752 Neville Hall","Orono","ME",4469,"Congressional District 2",2022,221006518,2299009528,2299009528.027,"In-Window","Committed","Funded","FCDL Issued","TVC Albany, Inc",143026172,"Category1","Data Transmission and/or Internet Access","Fiber","Dark Fiber (No Special Construction)",1000,"Mbps",1000,"Mbps",350,0,350,1,350,12,4200,0,0,0,0,0,4200,0.7,2940,1260,2000,1,NA,NA,NA,NA,4200,1,2940,NA,2020,"Data connection(s) for an applicant’s hub site to an Internet Service Provider or state/regional network where Internet access service is billed separately","Current","Yes","No",1000,1000,"gigabit","gigabit",2635,NA,32,"Town Distant","Town","benchmark met","under50"
"1102",121448,"ME0183",2,"rumford public library","library","Yes","public library","Active","56 Rumford Ave","Rumford","ME",4276,1919,"Oxford",44.545931,-70.548214,"Congressional District 2","Rural",NA,NA,NA,NA,16055092,"Networkmaine","consortium","5752 Neville Hall","Orono","ME",4469,"Congressional District 2",2022,221006518,2299009528,2299009528.037,"In-Window","Committed","Funded","FCDL Issued","TVC Albany, Inc",143026172,"Category1","Data Transmission and/or Internet Access","Fiber","Dark Fiber (No Special Construction)",1000,"Mbps",1000,"Mbps",350,0,350,1,350,12,4200,0,0,0,0,0,4200,0.7,2940,1260,6182,1,NA,NA,NA,NA,4200,1,2940,NA,2020,"Data connection(s) for an applicant’s hub site to an Internet Service Provider or state/regional network where Internet access service is billed separately","Current","Yes","No",1000,1000,"gigabit","gigabit",6506,NA,32,"Town Distant","Town","benchmark met","under50"
"1103",121455,"ME0212",2,"turner public library","library","Yes","public library","Active","98 Matthews Way","Turner","ME",4282,NA,"Androscoggin",44.271029,-70.225842,"Congressional District 2","Rural",NA,NA,NA,NA,16055092,"Networkmaine","consortium","5752 Neville Hall","Orono","ME",4469,"Congressional District 2",2022,221006518,2299009529,2299009529.006,"In-Window","Committed","Funded","FCDL Issued","TVC Albany, Inc",143026172,"Category1","Data Transmission and/or Internet Access","Fiber","Dark Fiber (No Special Construction)",1000,"Mbps",1000,"Mbps",350,0,350,1,350,12,4200,0,0,0,0,0,4200,0.7,2940,1260,1700,1,NA,NA,NA,NA,4200,1,2940,NA,2020,"Data connection(s) for an applicant’s hub site to an Internet Service Provider or state/regional network where Internet access service is billed separately","Current","Yes","No",1000,1000,"gigabit","gigabit",5878,NA,42,"Rural Distant","Rural","benchmark met","under50"
"1104",121461,"ME0229",2,"wilton free public library","library","Yes","main branch, public library","Active","6 Goodspeed Street","Wilton","ME",4294,NA,"Franklin",44.587825,-70.230726,"Congressional District 2","Rural",NA,NA,NA,NA,16055092,"Networkmaine","consortium","5752 Neville Hall","Orono","ME",4469,"Congressional District 2",2022,221006518,2299009528,2299009528.05,"In-Window","Committed","Funded","FCDL Issued","TVC Albany, Inc",143026172,"Category1","Data Transmission and/or Internet Access","Fiber","Dark Fiber (No Special Construction)",1000,"Mbps",1000,"Mbps",350,0,350,1,350,12,4200,0,0,0,0,0,4200,0.7,2940,1260,4770,1,NA,NA,NA,NA,4200,1,2940,NA,2020,"Data connection(s) for an applicant’s hub site to an Internet Service Provider or state/regional network where Internet access service is billed separately","Current","Yes","No",1000,1000,"gigabit","gigabit",3929,NA,42,"Rural Distant","Rural","benchmark met","under50"
"1105",121500,"ME0035",2,"buck memorial library","library","Yes","main branch, public library","Active","Main Street","Bucksport","ME",4416,NA,"Hancock",44.5716952,-68.7934783,"Congressional District 2","Rural",NA,NA,NA,NA,16055092,"Networkmaine","consortium","5752 Neville Hall","Orono","ME",4469,"Congressional District 2",2022,221006518,2299009528,2299009528.008,"In-Window","Committed","Funded","FCDL Issued","TVC Albany, Inc",143026172,"Category1","Data Transmission and/or Internet Access","Fiber","Dark Fiber (No Special Construction)",1000,"Mbps",1000,"Mbps",350,0,350,1,350,12,4200,0,0,0,0,0,4200,0.7,2940,1260,2500,1,NA,NA,NA,NA,4200,1,2940,NA,2020,"Data connection(s) for an applicant’s hub site to an Internet Service Provider or state/regional network where Internet access service is billed separately","Current","Yes","No",1000,1000,"gigabit","gigabit",7089,NA,42,"Rural Distant","Rural","benchmark met","under50"
"1106",121515,"ME0068",2,"east millinocket pub library","library","Yes","main branch, public library","Active","53 Main St","E Millinocket","ME",4430,1126,"Penobscot",45.6256523,-68.5751135,"Congressional District 2","Rural",NA,NA,NA,NA,16055092,"Networkmaine","consortium","5752 Neville Hall","Orono","ME",4469,"Congressional District 2",2022,221006518,2299009528,2299009528.015,"In-Window","Committed","Funded","FCDL Issued","TVC Albany, Inc",143026172,"Category1","Data Transmission and/or Internet Access","Fiber","Dark Fiber (No Special Construction)",1000,"Mbps",1000,"Mbps",350,0,350,1,350,12,4200,0,0,0,0,0,4200,0.7,2940,1260,56400,1,NA,NA,NA,NA,4200,1,2940,NA,2020,"Data connection(s) for an applicant’s hub site to an Internet Service Provider or state/regional network where Internet access service is billed separately","Current","Yes","No",1000,1000,"gigabit","gigabit",1621,NA,42,"Rural Distant","Rural","benchmark met","under50"
"1107",121542,"ME0138",2,"millinocket memorial library","library","Yes","main branch, public library","Active","5 Maine Avenue","Millinocket","ME",4462,1416,"Penobscot",45.6563787,-68.7110645,"Congressional District 2","Rural",NA,NA,NA,NA,16055092,"Networkmaine","consortium","5752 Neville Hall","Orono","ME",4469,"Congressional District 2",2022,221006518,2299009528,2299009528.029,"In-Window","Committed","Funded","FCDL Issued","TVC Albany, Inc",143026172,"Category1","Data Transmission and/or Internet Access","Fiber","Dark Fiber (No Special Construction)",1000,"Mbps",1000,"Mbps",350,0,350,1,350,12,4200,0,0,0,0,0,4200,0.7,2940,1260,9000,1,NA,NA,NA,NA,4200,1,2940,NA,2020,"Data connection(s) for an applicant’s hub site to an Internet Service Provider or state/regional network where Internet access service is billed separately","Current","Yes","No",1000,1000,"gigabit","gigabit",4244,NA,33,"Town Remote","Town","benchmark met","under50"
"1108",121545,"ME0139",2,"milo free public library","library","Yes","main branch, public library","Active","4 Pleasant St","Milo","ME",4463,1327,"Piscataquis",45.2536871,-68.9860588,"Congressional District 2","Rural",NA,NA,NA,NA,16055092,"Networkmaine","consortium","5752 Neville Hall","Orono","ME",4469,"Congressional District 2",2022,221006518,2299009528,2299009528.03,"In-Window","Committed","Funded","FCDL Issued","TVC Albany, Inc",143026172,"Category1","Data Transmission and/or Internet Access","Fiber","Dark Fiber (No Special Construction)",1000,"Mbps",1000,"Mbps",350,0,350,1,350,12,4200,0,0,0,0,0,4200,0.7,2940,1260,2631,1,NA,NA,NA,NA,4200,1,2940,NA,2020,"Data connection(s) for an applicant’s hub site to an Internet Service Provider or state/regional network where Internet access service is billed separately","Current","Yes","No",1000,1000,"gigabit","gigabit",2314,NA,43,"Rural Remote","Rural","benchmark met","under50"
"1109",121555,"ME0015",2,"patten free library","library","Yes","public library","Active","33 Summer St","Bath","ME",4530,2632,"Sagadahoc",43.9157177,-69.8148725,"Congressional District 1","Urban",NA,NA,NA,NA,16055092,"Networkmaine","consortium","5752 Neville Hall","Orono","ME",4469,"Congressional District 2",2022,221006518,2299009528,2299009528.033,"In-Window","Committed","Funded","FCDL Issued","TVC Albany, Inc",143026172,"Category1","Data Transmission and/or Internet Access","Fiber","Dark Fiber (No Special Construction)",1000,"Mbps",1000,"Mbps",350,0,350,1,350,12,4200,0,0,0,0,0,4200,0.7,2940,1260,17766,1,NA,NA,NA,NA,4200,1,2940,NA,2020,"Data connection(s) for an applicant’s hub site to an Internet Service Provider or state/regional network where Internet access service is billed separately","Current","Yes","No",1000,1000,"gigabit","gigabit",15029,NA,31,"Town Fringe","Town","benchmark met","under50"
"1110",121566,"ME0060",2,"skidompha library","library","Yes","public library","Active","Po Box 70","Damariscotta","ME",4543,70,"Lincoln",44.035128,-69.495723,"Congressional District 1","Rural",NA,NA,NA,NA,16055092,"Networkmaine","consortium","5752 Neville Hall","Orono","ME",4469,"Congressional District 2",2022,221006518,2299009528,2299009528.038,"In-Window","Committed","Funded","FCDL Issued","TVC Albany, Inc",143026172,"Category1","Data Transmission and/or Internet Access","Fiber","Dark Fiber (No Special Construction)",1000,"Mbps",1000,"Mbps",350,0,350,1,350,12,4200,0,0,0,0,0,4200,0.7,2940,1260,12700,1,NA,NA,NA,NA,4200,1,2940,NA,2020,"Data connection(s) for an applicant’s hub site to an Internet Service Provider or state/regional network where Internet access service is billed separately","Current","Yes","No",1000,1000,"gigabit","gigabit",5600,NA,43,"Rural Remote","Rural","benchmark met","under50"
"1111",121576,"ME0218",2,"waldoboro public library","library","Yes","public library","Active","Main Street","Waldoboro","ME",4572,NA,"Lincoln",44.095854,-69.38624,"Congressional District 1","Rural",NA,NA,NA,NA,16055092,"Networkmaine","consortium","5752 Neville Hall","Orono","ME",4469,"Congressional District 2",2022,221006518,2299009528,2299009528.047,"In-Window","Committed","Funded","FCDL Issued","TVC Albany, Inc",143026172,"Category1","Data Transmission and/or Internet Access","Fiber","Dark Fiber (No Special Construction)",1000,"Mbps",1000,"Mbps",350,0,350,1,350,12,4200,0,0,0,0,0,4200,0.7,2940,1260,5000,1,NA,NA,NA,NA,4200,1,2940,NA,2020,"Data connection(s) for an applicant’s hub site to an Internet Service Provider or state/regional network where Internet access service is billed separately","Current","Yes","No",1000,1000,"gigabit","gigabit",5078,NA,42,"Rural Distant","Rural","benchmark met","under50"
"1112",121578,"ME0235",2,"wiscasset public library","library","Yes","public library","Active","21 High Street","Wiscasset","ME",4578,NA,"Lincoln",44.0032503,-69.6679577,"Congressional District 1","Rural",NA,NA,NA,NA,16055092,"Networkmaine","consortium","5752 Neville Hall","Orono","ME",4469,"Congressional District 2",2022,221006518,2299009528,2299009528.051,"In-Window","Committed","Funded","FCDL Issued","TVC Albany, Inc",143026172,"Category1","Data Transmission and/or Internet Access","Fiber","Dark Fiber (No Special Construction)",1000,"Mbps",1000,"Mbps",350,0,350,1,350,12,4200,0,0,0,0,0,4200,0.7,2940,1260,7000,1,NA,NA,NA,NA,4200,1,2940,NA,2020,"Data connection(s) for an applicant’s hub site to an Internet Service Provider or state/regional network where Internet access service is billed separately","Current","Yes","No",1000,1000,"gigabit","gigabit",6508,NA,42,"Rural Distant","Rural","benchmark met","under50"
"1113",121614,"ME0067",2,"florence sturdivant public lib","library","Yes","public library","Active","Main Street","East Machias","ME",4630,NA,"Washington",44.7301048,-67.4004015,"Congressional District 2","Rural",NA,NA,NA,NA,16055092,"Networkmaine","consortium","5752 Neville Hall","Orono","ME",4469,"Congressional District 2",2022,221006518,2299009528,2299009528.016,"In-Window","Committed","Funded","FCDL Issued","TVC Albany, Inc",143026172,"Category1","Data Transmission and/or Internet Access","Fiber","Dark Fiber (No Special Construction)",1000,"Mbps",1000,"Mbps",350,0,350,1,350,12,4200,0,0,0,0,0,4200,0.7,2940,1260,726,1,NA,NA,NA,NA,4200,1,2940,NA,2020,"Data connection(s) for an applicant’s hub site to an Internet Service Provider or state/regional network where Internet access service is billed separately","Current","Yes","No",1000,1000,"gigabit","gigabit",1305,NA,43,"Rural Remote","Rural","benchmark met","under50"
"1114",121653,"ME0011",2,"woodland public library","library","Yes","public library","Active","Main St","Baileyville","ME",4694,NA,"Washington",45.1587348,-67.4084703,"Congressional District 2","Rural",NA,NA,NA,NA,16055092,"Networkmaine","consortium","5752 Neville Hall","Orono","ME",4469,"Congressional District 2",2022,221006518,2299009528,2299009528.052,"In-Window","Committed","Funded","FCDL Issued","TVC Albany, Inc",143026172,"Category1","Data Transmission and/or Internet Access","Fiber","Dark Fiber (No Special Construction)",1000,"Mbps",1000,"Mbps",350,0,350,1,350,12,4200,0,0,0,0,0,4200,0.7,2940,1260,4858,1,NA,NA,NA,"P.O. Box 549",4200,1,2940,NA,2020,"Data connection(s) for an applicant’s hub site to an Internet Service Provider or state/regional network where Internet access service is billed separately","Current","Yes","No",1000,1000,"gigabit","gigabit",1456,NA,42,"Rural Distant","Rural","benchmark met","under50"
"1115",121662,"ME0008",2,"gladys j craig memorial library - ashland","library","Yes","main branch, public library","Active","Exchange Street","Ashland","ME",4732,NA,"Aroostook",46.630916,-68.400703,"Congressional District 2","Rural",NA,NA,NA,NA,16055092,"Networkmaine","consortium","5752 Neville Hall","Orono","ME",4469,"Congressional District 2",2022,221006518,2299009528,2299009528.002,"In-Window","Committed","Funded","FCDL Issued","TVC Albany, Inc",143026172,"Category1","Data Transmission and/or Internet Access","Fiber","Dark Fiber (No Special Construction)",1000,"Mbps",1000,"Mbps",350,0,350,1,350,12,4200,0,0,0,0,0,4200,0.7,2940,1260,2016,1,NA,NA,NA,NA,4200,1,2940,NA,2020,"Data connection(s) for an applicant’s hub site to an Internet Service Provider or state/regional network where Internet access service is billed separately","Current","Yes","No",1000,1000,"gigabit","gigabit",1927,NA,43,"Rural Remote","Rural","benchmark met","under50"
"1116",121664,"ME0042",2,"caribou public library","library","Yes","public library","Active","30 High St","Caribou","ME",4736,2709,"Aroostook",46.860921,-68.01103,"Congressional District 2","Rural",NA,NA,NA,NA,16055092,"Networkmaine","consortium","5752 Neville Hall","Orono","ME",4469,"Congressional District 2",2022,221006518,2299009528,2299009528.012,"In-Window","Committed","Funded","FCDL Issued","TVC Albany, Inc",143026172,"Category1","Data Transmission and/or Internet Access","Fiber","Dark Fiber (No Special Construction)",1000,"Mbps",1000,"Mbps",350,0,350,1,350,12,4200,0,0,0,0,0,4200,0.7,2940,1260,11000,1,NA,NA,NA,NA,4200,1,2940,NA,2020,"Data connection(s) for an applicant’s hub site to an Internet Service Provider or state/regional network where Internet access service is billed separately","Current","Yes","No",1000,1000,"gigabit","gigabit",7622,NA,33,"Town Remote","Town","benchmark met","under50"
"1117",121683,"ME0131",2,"madawaska public library","library","Yes","public library","Active","393 E Main St","Madawaska","ME",4756,1126,"Aroostook",47.3552081,-68.3229227,"Congressional District 2","Rural",NA,NA,NA,NA,16055092,"Networkmaine","consortium","5752 Neville Hall","Orono","ME",4469,"Congressional District 2",2022,221006518,2299009528,2299009528.023,"In-Window","Committed","Funded","FCDL Issued","TVC Albany, Inc",143026172,"Category1","Data Transmission and/or Internet Access","Fiber","Dark Fiber (No Special Construction)",1000,"Mbps",1000,"Mbps",350,0,350,1,350,12,4200,0,0,0,0,0,4200,0.7,2940,1260,4830,1,NA,NA,NA,NA,4200,1,2940,NA,2020,"Data connection(s) for an applicant’s hub site to an Internet Service Provider or state/regional network where Internet access service is billed separately","Current","Yes","No",1000,1000,"gigabit","gigabit",3735,NA,43,"Rural Remote","Rural","benchmark met","under50"
"1118",121685,"ME0133",2,"walter t a hansen mem library","library","Yes","public library","Active","A C I Street","Mars Hill","ME",4758,NA,"Aroostook",46.510979,-67.8699989,"Congressional District 2","Rural",NA,NA,NA,NA,16055092,"Networkmaine","consortium","5752 Neville Hall","Orono","ME",4469,"Congressional District 2",2022,221006518,2299009529,2299009529.007,"In-Window","Committed","Funded","FCDL Issued","TVC Albany, Inc",143026172,"Category1","Data Transmission and/or Internet Access","Fiber","Dark Fiber (No Special Construction)",1000,"Mbps",1000,"Mbps",350,0,350,1,350,12,4200,0,0,0,0,0,4200,0.7,2940,1260,2249,1,NA,NA,NA,NA,4200,1,2940,NA,2020,"Data connection(s) for an applicant’s hub site to an Internet Service Provider or state/regional network where Internet access service is billed separately","Current","Yes","No",1000,1000,"gigabit","gigabit",1461,NA,43,"Rural Remote","Rural","benchmark met","under50"
"1119",121687,"ME0169",2,"veterans memorial library","library","Yes","main branch, public library","Active","Po Box 240","Patten","ME",4765,240,"Aroostook",45.9964392,-68.4461424,"Congressional District 2","Rural",NA,NA,NA,NA,16055092,"Networkmaine","consortium","5752 Neville Hall","Orono","ME",4469,"Congressional District 2",2022,221006518,2299009528,2299009528.046,"In-Window","Committed","Funded","FCDL Issued","TVC Albany, Inc",143026172,"Category1","Data Transmission and/or Internet Access","Fiber","Dark Fiber (No Special Construction)",1000,"Mbps",1000,"Mbps",350,0,350,1,350,12,4200,0,0,0,0,0,4200,0.7,2940,1260,1080,1,NA,NA,NA,NA,4200,1,2940,NA,2020,"Data connection(s) for an applicant’s hub site to an Internet Service Provider or state/regional network where Internet access service is billed separately","Current","Yes","No",1000,1000,"gigabit","gigabit",-3,NA,43,"Rural Remote","Rural","computation error LSA","closedAE"
"1120",121689,"ME0175",2,"mark & emily turner mem lib","library","Yes","main branch, public library","Active","53 Barton St","Presque Isle","ME",4769,2609,"Aroostook",46.6797116,-68.0060503,"Congressional District 2","Rural",NA,NA,NA,NA,16055092,"Networkmaine","consortium","5752 Neville Hall","Orono","ME",4469,"Congressional District 2",2022,221006518,2299009528,2299009528.025,"In-Window","Committed","Funded","FCDL Issued","TVC Albany, Inc",143026172,"Category1","Data Transmission and/or Internet Access","Fiber","Dark Fiber (No Special Construction)",1000,"Mbps",1000,"Mbps",350,0,350,1,350,12,4200,0,0,0,0,0,4200,0.7,2940,1260,18236,1,NA,NA,NA,NA,4200,1,2940,NA,2020,"Data connection(s) for an applicant’s hub site to an Internet Service Provider or state/regional network where Internet access service is billed separately","Current","Yes","No",1000,1000,"gigabit","gigabit",8950,NA,33,"Town Remote","Town","benchmark met","under50"
"1121",121699,"ME0181",2,"rockland public library","library","Yes","main branch, public library","Active","80 Union St","Rockland","ME",4841,2925,"Knox",44.1053529,-69.1123284,"Congressional District 1","Rural",NA,NA,NA,NA,16055092,"Networkmaine","consortium","5752 Neville Hall","Orono","ME",4469,"Congressional District 2",2022,221006518,2299009528,2299009528.035,"In-Window","Committed","Funded","FCDL Issued","TVC Albany, Inc",143026172,"Category1","Data Transmission and/or Internet Access","Fiber","Dark Fiber (No Special Construction)",1000,"Mbps",1000,"Mbps",350,0,350,1,350,12,4200,0,0,0,0,0,4200,0.7,2940,1260,18500,1,NA,NA,NA,NA,4200,1,2940,NA,2020,"Data connection(s) for an applicant’s hub site to an Internet Service Provider or state/regional network where Internet access service is billed separately","Current","Yes","No",1000,1000,"gigabit","gigabit",7183,NA,33,"Town Remote","Town","benchmark met","under50"
"1122",121701,"ME0039",2,"camden public library","library","Yes","public library","Active","55 Main St","Camden","ME",4843,1723,"Knox",44.2115819,-69.0645604,"Congressional District 1","Rural",NA,NA,NA,NA,16055092,"Networkmaine","consortium","5752 Neville Hall","Orono","ME",4469,"Congressional District 2",2022,221006518,2299009528,2299009528.01,"In-Window","Committed","Funded","FCDL Issued","TVC Albany, Inc",143026172,"Category1","Data Transmission and/or Internet Access","Fiber","Dark Fiber (No Special Construction)",1000,"Mbps",1000,"Mbps",350,0,350,1,350,12,4200,0,0,0,0,0,4200,0.7,2940,1260,13900,1,NA,NA,NA,NA,4200,1,2940,NA,2020,"Data connection(s) for an applicant’s hub site to an Internet Service Provider or state/regional network where Internet access service is billed separately","Current","Yes","No",1000,1000,"gigabit","gigabit",4806,NA,33,"Town Remote","Town","benchmark met","under50"
"1123",121712,"ME0182",2,"rockport public library","library","Yes","main branch, public library","Active","485 Commercial Street","Rockport","ME",4856,NA,"Knox",44.169286,-69.081977,"Congressional District 1","Rural",NA,NA,NA,NA,16055092,"Networkmaine","consortium","5752 Neville Hall","Orono","ME",4469,"Congressional District 2",2022,221006518,2299009528,2299009528.036,"In-Window","Committed","Funded","FCDL Issued","TVC Albany, Inc",143026172,"Category1","Data Transmission and/or Internet Access","Fiber","Dark Fiber (No Special Construction)",1000,"Mbps",1000,"Mbps",350,0,350,1,350,12,4200,0,0,0,0,0,4200,0.7,2940,1260,3324,1,NA,NA,NA,NA,4200,1,2940,NA,2020,"Data connection(s) for an applicant’s hub site to an Internet Service Provider or state/regional network where Internet access service is billed separately","Current","Yes","No",1000,1000,"gigabit","gigabit",3389,NA,41,"Rural Fringe","Rural","benchmark met","under50"
"1124",121715,"ME0209",2,"thomaston public library","library","Yes","public library","Active","60 Main Street","Thomaston","ME",4861,1312,"Knox",44.0790659,-69.180121,"Congressional District 1","Rural",NA,NA,NA,NA,16055092,"Networkmaine","consortium","5752 Neville Hall","Orono","ME",4469,"Congressional District 2",2022,221006518,2299009528,2299009528.044,"In-Window","Committed","Funded","FCDL Issued","TVC Albany, Inc",143026172,"Category1","Data Transmission and/or Internet Access","Fiber","Dark Fiber (No Special Construction)",1000,"Mbps",1000,"Mbps",350,0,350,1,350,12,4200,0,0,0,0,0,4200,0.7,2940,1260,6500,1,NA,NA,NA,NA,4200,1,2940,NA,2020,"Data connection(s) for an applicant’s hub site to an Internet Service Provider or state/regional network where Internet access service is billed separately","Current","Yes","No",1000,1000,"gigabit","gigabit",2763,NA,33,"Town Remote","Town","benchmark met","under50"
"1125",121720,"ME0281",2,"warren free public library","library","Yes","main branch, public library","Active","Po Box 188","Warren","ME",4864,188,"Knox",44.116967,-69.2531464,"Congressional District 1","Rural",NA,NA,NA,NA,16055092,"Networkmaine","consortium","5752 Neville Hall","Orono","ME",4469,"Congressional District 2",2022,221006518,2299009528,2299009528.048,"In-Window","Committed","Funded","FCDL Issued","TVC Albany, Inc",143026172,"Category1","Data Transmission and/or Internet Access","Fiber","Dark Fiber (No Special Construction)",1000,"Mbps",1000,"Mbps",350,0,350,1,350,12,4200,0,0,0,0,0,4200,0.7,2940,1260,0,1,NA,NA,NA,NA,4200,1,2940,NA,2020,"Data connection(s) for an applicant’s hub site to an Internet Service Provider or state/regional network where Internet access service is billed separately","Current","Yes","No",1000,1000,"gigabit","gigabit",4835,NA,42,"Rural Distant","Rural","benchmark met","under50"
"1126",121729,"ME0016",2,"belfast free library","library","Yes","public library","Active","106 High St","Belfast","ME",4915,6346,"Waldo",44.4252264,-69.0051865,"Congressional District 2","Rural",NA,NA,NA,NA,16055092,"Networkmaine","consortium","5752 Neville Hall","Orono","ME",4469,"Congressional District 2",2022,221006518,2299009528,2299009528.004,"In-Window","Committed","Funded","FCDL Issued","TVC Albany, Inc",143026172,"Category1","Data Transmission and/or Internet Access","Fiber","Dark Fiber (No Special Construction)",1000,"Mbps",1000,"Mbps",350,0,350,1,350,12,4200,0,0,0,0,0,4200,0.7,2940,1260,20200,1,NA,NA,NA,NA,4200,1,2940,NA,2020,"Data connection(s) for an applicant’s hub site to an Internet Service Provider or state/regional network where Internet access service is billed separately","Current","Yes","No",1000,1000,"gigabit","gigabit",6708,NA,32,"Town Distant","Town","benchmark met","under50"
"1127",121732,"ME0053",2,"stewart free library","library","Yes","main branch, public library","Active",NA,"Corinna","ME",4928,NA,"Somerset",NA,NA,NA,"Rural",NA,NA,NA,NA,16055092,"Networkmaine","consortium","5752 Neville Hall","Orono","ME",4469,"Congressional District 2",2022,221006518,2299009528,2299009528.042,"In-Window","Committed","Funded","FCDL Issued","TVC Albany, Inc",143026172,"Category1","Data Transmission and/or Internet Access","Fiber","Dark Fiber (No Special Construction)",1000,"Mbps",1000,"Mbps",350,0,350,1,350,12,4200,0,0,0,0,0,4200,0.7,2940,1260,1944,1,NA,NA,NA,NA,4200,1,2940,NA,2020,"Data connection(s) for an applicant’s hub site to an Internet Service Provider or state/regional network where Internet access service is billed separately","Current","Yes","No",1000,1000,"gigabit","gigabit",2135,NA,42,"Rural Distant","Rural","benchmark met","under50"
"1128",121734,"ME0064",2,"abbott memorial library","library","Yes","main branch, public library","Active","1 Church St","Dexter","ME",4930,1318,"Penobscot",45.0296672,-69.2872753,"Congressional District 2","Rural",NA,NA,NA,NA,16055092,"Networkmaine","consortium","5752 Neville Hall","Orono","ME",4469,"Congressional District 2",2022,221006518,2299009528,2299009528.001,"In-Window","Committed","Funded","FCDL Issued","TVC Albany, Inc",143026172,"Category1","Data Transmission and/or Internet Access","Fiber","Dark Fiber (No Special Construction)",1000,"Mbps",1000,"Mbps",350,0,350,1,350,12,4200,0,0,0,0,0,4200,0.7,2940,1260,6046,1,NA,NA,NA,NA,4200,1,2940,NA,2020,"Data connection(s) for an applicant’s hub site to an Internet Service Provider or state/regional network where Internet access service is billed separately","Current","Yes","No",1000,1000,"gigabit","gigabit",8756,NA,43,"Rural Remote","Rural","benchmark met","under50"
"1129",121745,"ME0132",2,"madison public library","library","Yes","main branch, public library","Active","12 Old Point Ave","Madison","ME",4950,1117,"Somerset",44.7967405,-69.8797112,"Congressional District 2","Rural",NA,NA,NA,NA,16055092,"Networkmaine","consortium","5752 Neville Hall","Orono","ME",4469,"Congressional District 2",2022,221006518,2299009528,2299009528.024,"In-Window","Committed","Funded","FCDL Issued","TVC Albany, Inc",143026172,"Category1","Data Transmission and/or Internet Access","Fiber","Dark Fiber (No Special Construction)",1000,"Mbps",1000,"Mbps",350,0,350,1,350,12,4200,0,0,0,0,0,4200,0.7,2940,1260,2800,1,NA,NA,NA,NA,4200,1,2940,NA,2020,"Data connection(s) for an applicant’s hub site to an Internet Service Provider or state/regional network where Internet access service is billed separately","Current","Yes","No",1000,1000,"gigabit","gigabit",8687,NA,42,"Rural Distant","Rural","benchmark met","under50"
