"","FSCSKEY","FSCS_SEQ","LIBID","LIBNAME","ADDRESS","CITY","STABR","ZIP","C_ADMIN","C_OUT_TY","LATITUDE","LONGITUD","PLS_YEAR","n","ros_entity_number"
"144","AR0007",15,"AR0007-015","BESSIE BOEHM MOORE STONE COUNTY LIBRARY","326 WEST WASHINGTON STREET","MOUNTAIN VIEW","AR",72560,NA,"BR",35.86914366,-92.12104098,2020,1,NA
"145","AR0007",16,"AR0007-016","INDEPENDENCE COUNTY LIBRARY","368 EAST MAIN STREET","BATESVILLE","AR",72501,NA,"BR",35.771506,-91.651527,2015,1,NA
"146","AR0007",18,"AR0007-018","CLEBURNE COUNTY LIBRARY- QUITMAN","5904 HEBER SPRINGS ROAD WEST","QUITMAN","AR",72131,NA,"BR",35.38411734,-92.21267007,2020,1,NA
"147","AR0007",19,"AR0007-01","WHITE RIVER REGIONAL LIBRARY","503 WEST MAIN STREET, SUITE 3","MOUNTAIN VIEW","AR",72560,NA,"CE",35.86792917,-92.12304584,2020,1,NA
"148","AR0007",NA,"AR0007-016","WHITE RIVER REGIONAL LIBRARY","503 WEST MAIN STREET, SUITE 3","MOUNTAIN VIEW","AR",72560,"MO",NA,35.867583,-92.123049,2017,1,NA
"149","AR0013",1,"AR0013-001","GREENE COUNTY LIBRARY","120 NORTH 12TH STREET","PARAGOULD","AR",72450,NA,"CE",36.05728877,-90.50102571,2020,1,NA
"150","AR0013",4,"AR0013-004","RANDOLPH COUNTY LIBRARY","111 WEST EVERETT ST.","POCAHONTAS","AR",72455,NA,"BR",36.26194911,-90.97086273,2020,1,NA
"151","AR0013",5,"AR0013-005","CORNING PUBLIC LIBRARY","613 PINE STREET","CORNING","AR",72422,NA,"BR",36.40682163,-90.58386285,2020,1,NA
"152","AR0013",6,"AR0013-006","PIGGOTT PUBLIC LIBRARY","361 W. MAIN STREET","PIGGOTT","AR",72454,NA,"BR",36.38359357,-90.19324976,2020,1,NA
"153","AR0013",7,"AR0013-007","RECTOR PUBLIC LIBRARY","121 W. 4TH STREET","RECTOR","AR",72461,NA,"BR",36.26344452,-90.2937492,2020,1,NA
"154","AR0014",4,"AR014-004","TILLAR BRANCH LIBRARY","CITY HALL, B STREET","TILLAR","AR",71670,NA,"BR",33.712459,-91.453735,2018,1,NA
"155","AR0014",6,"AR014-006","ARKANSAS CITY BRANCH LIBRARY","C.B. KING SCHOOL","ARKANSAS CITY","AR",71630,NA,"BR",33.613912,-91.388319,2018,1,NA
"156","AR0014",9,"AR014-009","WATSON BRANCH LIBRARY","WATSON SCHOOL BUILDING, CLAYTON ST","WATSON","AR",71674,NA,"BR",33.892275,-91.257663,2016,1,NA
"157","AR0014",23,"AR0014-023","WILMAR BRANCH LIBRARY","NORTH 5TH STREET","WILMAR","AR",71675,NA,"BR",33.630301,-91.926695,2016,1,NA
"158","AR0014",999,"AR0014-016","SOUTHEAST ARKANSAS REGIONAL LIBRARY","114 W JEFFERSON","MONTICELLO","AR",71655,"MA",NA,33.63726715,-91.79026275,2020,1,NA
"159","AR0015",6,"AR0015-006","LEE COUNTY PUBLIC LIBRARY","77 WEST MAIN STREET","MARIANNA","AR",72360,NA,"BR",34.77325886,-90.76026657,2020,1,NA
"160","AR0015",7,"AR0015-007","MONROE COUNTY LIBRARY","270 MADISON ST","CLARENDON","AR",72029,NA,"BR",34.69300674,-91.31239284,2020,1,NA
"161","AR0016",999,"AR016","WILLIAM F. LAMAN PUBLIC LIBRARY SYSTEM","2801 ORANGE STREET","NORTH LITTLE ROCK","AR",72114,"MA",NA,34.78048288,-92.27002226,2020,1,NA
"162","AR0017",2,"AR0017-002","FAULKNER-VAN BUREN REGIONAL LIBRARY, CONWAY","1900 TYLER STREET","CONWAY","AR",72032,NA,"CE",35.10361493,-92.45018817,2020,1,NA
"163","AR0017",6,"AR0017-006","FAULKNER-VAN BUREN REGIONAL LIBRARY, VILONIA","3 BISE DRIVE","VILONIA","AR",72173,NA,"BR",35.08474924,-92.20057601,2020,1,NA
"164","AR0017",7,"AR0017-007","FAULKNER-VAN BUREN REGIONAL LIBRARY, GREENBRIER","13 WILSON FARM ROAD","GREENBRIER","AR",72058,NA,"BR",35.22286624,-92.38535407,2020,1,NA
"165","AR0017",8,"AR0017-008","FAULKNER-VAN BUREN REGIONAL LIBRARY, MAYFLOWER","6 ASHMORE DRIVE","MAYFLOWER","AR",72106,NA,"BR",34.95872079,-92.42452519,2020,1,NA
"166","AR0017",9,"AR0017-009","FAULKNER-VAN BUREN REGIONAL LIBRARY, TWIN GROVES","10 TWIN GROVES LANE","TWIN GROVES","AR",72039,NA,"BR",35.32027263,-92.43415577,2020,1,NA
"167","AR0017",11,"AR0017-011","FAULKNER-VAN BUREN REGIONAL LIBRARY, DAMASCUS","17379 HWY 65","DAMASCUS","AR",72039,NA,"BR",35.36853944,-92.40638351,2020,1,NA
"168","AR0017",12,"AR0017-012","FAULKNER-VAN BUREN REGIONAL LIBRARY, MOUNT VERNON","1370 HIGHWAY 36","MOUNT VERNON","AR",72111,NA,"BR",35.22424771,-92.12397672,2020,1,NA
"169","AR0019",7,"AR0019-007","WHITE COUNTY REGIONAL LIBRARY SYSTEM","113 EAST PLEASURE AVENUE","SEARCY","AR",72143,NA,"CE",35.247366,-91.73707085,2020,1,NA
"170","AR0019",999,"AR019-007","WHITE COUNTY REGIONAL LIBRARY SYSTEM","113 EAST PLEASURE AVENUE","SEARCY","AR",72143,"MA",NA,35.247366,-91.73707085,2020,1,NA
"171","AR0020",3,"AR0020-003","HUTTIG PUBLIC LIBRARY","204 FROST STREET","HUTTIG","AR",71747,NA,"BR",33.03879511,-92.18363309,2020,1,NA
"172","AR0020",5,"AR0020-005","NORPHLET PUBLIC LIBRARY","101 EAST PADGETT STREET","NORPHLET","AR",71759,NA,"BR",33.31590927,-92.66331251,2020,1,NA
"173","AR0020",8,"AR0020-007","STRONG PUBLIC LIBRARY","246 W. 2ND ST.","STRONG","AR",71765,NA,"BR",33.10981515,-92.35861093,2020,1,NA
"174","AR0023",2,"AR0023-002","SCOTT SEBASTIAN REGIONAL LIBRARY","18 N. ADAIR","GREENWOOD","AR",72936,NA,"CE",35.21311612,-94.25677698,2020,1,NA
"175","AR0023",4,"AR0023-004","HARTFORD BRANCH LIBRARY","109 S. BROADWAY","HARTFORD","AR",72958,NA,"BR",35.02146968,-94.38171947,2020,1,NA
"176","AR0023",5,"AR0023-005","LAVACA BRANCH LIBRARY","100 S. DAVIS","LAVACA","AR",72941,NA,"BR",35.33571444,-94.17518644,2020,1,NA
"177","AR0023",6,"AR0023-006","MANSFIELD BRANCH LIBRARY","220 N. SEBASCOTT AVE","MANSFIELD","AR",72944,NA,"BR",35.06005202,-94.25074319,2020,1,NA
"178","AR0023",7,"AR0023-007","SCOTT COUNTY LIBRARY","141 W. SECOND STREET","WALDRON","AR",72958,NA,"BR",34.89929737,-94.09271639,2020,1,NA
"179","AR0024",3,"AR0024-003","PARKIN BRANCH LIBRARY","122 WILSON ST","PARKIN","AR",72373,NA,"BR",35.26988993,-90.55360429,2020,1,NA
"180","AR0025",1,"AR0025-001","WEST MEMPHIS PUBLIC LIBRARY","213 NORTH AVALON STREET","WEST MEMPHIS","AR",72301,NA,"CE",35.14816351,-90.19353324,2020,1,NA
"181","AR0027",4,"AR0027-03","TUCKERMAN CITY LIBRARY","200 W MAIN","TUCKERMAN","AR",72473,NA,"BR",35.73162463,-91.20001943,2020,1,NA
"182","AR0028",2,"AR0028-002","TEXARKANA PUBLIC LIBRARY","600 W. 3RD ST.","TEXARKANA","AR",75501,NA,"CE",33.42018663,-94.04871224,2020,1,NA
"183","AR0030",2,"AR0030-002","CONWAY COUNTY LIBRARY","101 WEST CHURCH STREET","MORRILTON","AR",72110,NA,"CE",35.15128525,-92.74545722,2020,1,NA
"184","AR0030",3,"AR0030-003","CONWAY COUNTY LIBRARY BOOKMOBILE","101 W. CHURCH ST.","MORRILTON","AR",72110,NA,"BS",35.15128525,-92.74545722,2020,1,NA
"185","AR0031",3,"AR0031-003","BOBBIE JEAN MEMORIAL LIBRARY","102 HENDRIX ST.","IMBODEN","AR",72434,NA,"BR",36.19936768,-91.16909633,2020,1,NA
"186","AR0031",4,"AR0031-004","DRIFTWOOD PUBLIC LIBRARY","28S HWY 25","LYNN","AR",72440,NA,"BR",36.0069642,-91.25252461,2020,1,NA
"187","AR0037",3,"AR0037-003","FORREST CITY PUBLIC LIBRARY","421 SOUTH WASHINGTON STREET","FORREST CITY","AR",72335,NA,"CE",35.00633825,-90.7835971,2020,1,NA
"188","AR0038",2,"AR0038-002","BENTONVILLE PUBLIC LIBRARY","405 SOUTH MAIN STREET","BENTONVILLE","AR",72712,NA,"CE",36.36770869,-94.20851113,2020,1,NA
"189","AR0040",16,"AR0040-016","LUXORA PUBLIC LIBRARY","315 WASHINGTON STREET","LUXORA","AR",72358,NA,"BR",35.7573,-89.9302,2019,1,NA
"190","AR0041",3,"AR0041-003","ARLENE CHERRY MEMORIAL LIBRARY","909 WEST MAIN STREET","CABOT","AR",72023,NA,"BR",34.97597987,-92.02469757,2020,1,NA
"191","AR0041",6,"AR034-002","HAZEN PUBLIC LIBRARY","121 US HWY 70 EAST","HAZEN","AR",72064,NA,"BR",34.780223,-91.579732,2015,1,NA
"192","AR0041",7,"AR034-003","DES ARC PUBLIC LIBRARY","408 CURRAN STREET","DES ARC","AR",72040,NA,"BR",34.974978,-91.497131,2015,1,NA
"193","AR0041",8,"TR034-004","DEVALLS BLUFF PUBLIC LIBRARY","173 MARKET STREET","DE VALLS BLUFF","AR",72041,NA,"BR",34.784616,-91.462484,2015,1,NA
"194","AR0041",9,"AR0041-009","WARD PUBLIC LIBRARY","405 HICKORY, SUITE 100","WARD","AR",72176,NA,"BR",35.030718,-91.95459,2018,1,NA
"195","AR0041",10,"AR0041-01","LONOKE COUNTY LIBRARY SYSTEM","204 E. SECOND ST.","LONOKE","AR",72086,NA,"CE",34.78528404,-91.89887545,2020,1,NA
"196","AR0041",NA,"AR022-002","LONOKE COUNTY LIBRARY SYSTEM","204 EAST 2ND STREET","LONOKE","AR",72086,"MO",NA,34.785286,-91.898922,2017,1,NA
"197","AR0044",2,"AR0044-002","BELLA VISTA PUBLIC LIBRARY","11 DICKENS PLACE","BELLA VISTA","AR",72714,NA,"CE",36.47349058,-94.24288607,2020,1,NA
"198","AR0049",999,"AR0049-001","CARROLL AND MADISON LIBRARY SYSTEM","106 SPRING STREET","BERRYVILLE","AR",72616,"MA",NA,36.36356326,-93.56825485,2020,1,NA
"199","AR0060",2,"AR0060-002","CABE PUBLIC LIBRARY","204 EAST WALNUT","GURDON","AR",71743,NA,"BR",33.91990664,-93.15100738,2020,1,NA
"200","AR0061",1,"AR0061-001","LAFAYETTE COUNTY LIBRARY","219 E. THIRD STREET","LEWISVILLE","AR",71845,NA,"CE",33.3570121,-93.57565146,2020,1,NA
"201","AR0061",3,"AR0061-003","CABE MEMORIAL PUBLIC LIBRARY","312 MAIN STREET","STAMPS","AR",71860,NA,"BR",33.36140936,-93.49739069,2020,1,NA
"202","AR0062",1,"AR0062-001","OUACHITA MOUNTAINS REGIONAL LIBRARY","145 A. WHITTINGTON","MT. IDA","AR",71957,NA,"CE",34.55612012,-93.63334569,2020,1,NA
"203","AR0062",2,"AR0062-002","POLK COUNTY LIBRARY","410 8TH STREET","MENA","AR",71953,NA,"BR",34.58466432,-94.24068372,2020,1,NA
"204","AR0062",3,"AR0062-003","MONTGOMERY COUNTY LIBRARY","145A WHITTINGTON ST.","MT. IDA","AR",71957,NA,"BR",34.55625811,-93.63310645,2020,1,NA
"205","AR0062",999,"AR0062","OUACHITA MOUNTAINS REGIONAL LIBRARY","145A WHITTINGTON STREET","MT. IDA","AR",71957,"MA",NA,34.55625811,-93.63310645,2020,1,NA
"206","AR0063",3,"AR0063-003","STEPHENS PUBLIC LIBRARY","315 W. CHERT","STEPHENS","AR",71764,NA,"BR",33.41391642,-93.07125065,2020,1,NA
"207","AR0064",2,"AR0064-002","THORNTON PUBLIC LIBRARY","820 SOUTH 2ND STREET","THORNTON","AR",71766,NA,"BR",33.7759933,-92.49149897,2020,1,NA
"208","AR0064",3,"AR0064-003","CALHOUN COUNTY LIBRARY","115 SOUTH SECOND STREET","HAMPTON","AR",71744,NA,"CE",33.53760527,-92.47153621,2020,1,NA
"209","AR0068",1,"AR0068-001","PEA RIDGE COMMUNITY LIBRARY","801 N CURTIS","PEA RIDGE","AR",72751,NA,"CE",36.44882477,-94.11585321,2020,1,NA
"210","AR0071",1,"AR0071-001","FAIRFIELD BAY LIBRARY, INCORPORATED","369 DAVE CREEK PARKWAY","FAIRFIELD BAY","AR",72088,NA,"CE",35.61009143,-92.2622716,2020,1,NA
"211","AR0071",2,"AR0071-002","FAIRFIELD BAY LIBRARY","369 DAVE CREEK PARKWAY","FAIRFIELD BAY","AR",72088,NA,"BR",35.610989,-92.261389,2018,1,NA
"212","AR0079",1,"AR0079-001","SILOAM SPRINGS PUBLIC LIBRARY","205 EAST JEFFERSON ST.","SILOAM SPRINGS","AR",72761,NA,"CE",36.18172893,-94.54038437,2020,1,NA
"213","AR0080",1,"AR0080-001","SULPHUR SPRINGS PUBLIC LIBRARY HQ","512 BLACK ST.","SULPHUR SPRINGS","AR",72768,NA,"CE",36.47756936,-94.46128738,2020,1,NA
"214","AR0081",2,"AR0081-002","HOWARD COUNTY PUBLIC LIBRARY","426 N. MAIN ST., SUITE 5","NASHVILLE","AR",71852,NA,"BR",33.94782462,-93.84651031,2020,1,NA
"215","AR0081",4,"AR0081-004","DIERKS PUBLIC LIBRARY","202 W. 3RD","DIERKS","AR",71833,NA,"BR",34.11935811,-94.01824971,2020,1,NA
"216","AR0081",9,"AR0081-009","MINERAL SPRINGS PUBLIC LIBRARY","313 EAST RUNNELS","MINERAL SPRINGS","AR",71851,NA,"BR",33.87519671,-93.91442229,2020,1,NA
"217","AR0081",10,"AR0081-010","TOLLETTE BRANCH LIBRARY","205 TOWN HALL DR.","TOLLETTE","AR",71851,NA,"BR",33.81527132,-93.89957706,2020,1,NA
"218","AR0081",12,"AR0081-012","TRI COUNTY REGIONAL LIBRARY SYSTEM","200 W. STILWELL AVE.","DE QUEEN","AR",71832,NA,"CE",34.03696554,-94.33938642,2020,1,NA
"219","AR0081",999,"AR0081-01","TRI-COUNTY REGIONAL LIBRARY SYSTEM","200 W. STILWELL AVE.","DE QUEEN","AR",71832,"MA",NA,34.03696554,-94.33938642,2020,1,NA
"220","AR0082",NA,"AR0082","INDEPENDENCE COUNTY LIBRARY","368 EAST MAIN STREET","BATESVILLE","AR",72501,"SO",NA,35.771556,-91.651541,2017,1,NA
"221","AR0083",NA,"AR0071-01","PRAIRIE COUNTY LIBRARY","201 HWY 70 E.","HAZEN","AR",72064,"MO",NA,34.780217,-91.579815,2017,1,NA
"222","AS0001",1,"OFU CC","OFU COMMUNITY CENTER","OFU ISLAND","OFU","AS",96799,NA,"BR",-14.17563867,-169.6586485,2020,1,NA
"223","AZ0001",999,"AE-APACHE","APACHE COUNTY LIBRARY DISTRICT OFFICE","30 S 2ND W","ST. JOHNS","AZ",85936,"MA",NA,34.50631652,-109.3679065,2020,1,NA
"224","AZ0009",5,"BR-MYRTLE","MYRTLE KRAFT LIBRARY","2393 S ROCK HOUSE RD","PORTAL","AZ",85632,NA,"BR",31.91213196,-109.1424096,2020,1,NA
"225","AZ0009",15,"BS-COCHISE","COCHISE COUNTY BOOKMOBILE","100 CLAWSON AVE","BISBEE","AZ",85603,NA,"BS",31.410709,-109.877751,2018,1,NA
"226","AZ0009",999,"AE-COCHISE","COCHISE COUNTY LIBRARY DISTRICT","100 CLAWSON AVE, 2ND FL","BISBEE","AZ",85603,"MA",NA,31.44324507,-109.9166159,2020,1,NA
"227","AZ0026",3,"CE-SAFFORD","SAFFORD CITY-GRAHAM COUNTY LIBRARY","808 S 7TH AVE","SAFFORD","AZ",85546,NA,"CE",32.83093917,-109.7150165,2020,1,NA
"228","AZ0028",28,"BR-ASANTE","ASANTE BRANCH LILBRARY","16755 W VEREDA SOLANA DR","SURPRISE","AZ",85378,NA,"BR",33.6993819,-112.4199133,2020,1,NA
"229","AZ0028",999,"AE-MARICOPA","MARICOPA COUNTY LIBRARY DISTRICT OFFICE","2700 N CENTRAL AVE, STE 700","PHOENIX","AZ",85004,"MA",NA,33.47798098,-112.0739175,2020,1,NA
"230","AZ0030",2,"BR-BUCKEYE","BUCKEYE PUBLIC LIBRARY - DOWNTOWN","310 N 6TH ST","BUCKEYE","AZ",85326,NA,"BR",33.37282183,-112.5831785,2020,1,NA
"231","AZ0030",3,"BS-BUCKEYE","BUCKEYE PUBLIC LIBRARY BOOKMOBILE","21699 W YUMA RD STE 116","BUCKEYE","AZ",85326,NA,"BS",33.4343598,-112.5174093,2020,1,NA
"232","AZ0030",4,"CE-BUCKEYE","BUCKEYE PUBLIC LIBRARY - COYOTE BRANCH","21699 W YUMA RD, STE 116","BUCKEYE","AZ",85326,NA,"CE",33.4343598,-112.5174093,2020,1,NA
"233","AZ0033",3,"BR-VELMA","VELMA TEAGUE BRANCH LIBRARY","7010 N 58TH AVE","GLENDALE","AZ",85301,NA,"BR",33.53927398,-112.1837375,2020,1,NA
"234","AZ0033",4,"BR-MFOOTHILLS","FOOTHILLS BRANCH LIBRARY","19055 N 57TH AVE","GLENDALE","AZ",85308,NA,"BR",33.65938192,-112.180495,2020,1,NA
"235","AZ0033",5,"BR-HEROES","HEROES REGIONAL PARK LIBRARY","6075 N 83RD AVE","GLENDALE","AZ",85303,NA,"BR",33.52646501,-112.2376525,2020,1,NA
"236","AZ0035",999,"AE-PHOENIX","PHOENIX PUBLIC LIBRARY","1221 N CENTRAL AVE","PHOENIX","AZ",85004,"MA",NA,33.46324643,-112.0737106,2020,1,NA
"237","AZ0038",2,"CE-TEMPE","TEMPE PUBLIC LIBRARY","3500 S RURAL RD","TEMPE","AZ",85282,NA,"CE",33.39129785,-111.9263954,2020,1,NA
"238","AZ0040",2,"CE-WICKENBURG","WICKENBURG PUBLIC LIBRARY","164 E APACHE ST","WICKENBURG","AZ",85390,NA,"CE",33.97019328,-112.7298346,2020,1,NA
"239","AZ0042",10,"BR-KINGMAN","KINGMAN BRANCH LIBRARY","3269 N BURBANK ST","KINGMAN","AZ",86409,NA,"BR",35.21894699,-114.0291575,2020,1,NA
"240","AZ0042",14,"BM-BOOKS","BOOKS BY MAIL","3269 N BURBANK ST","KINGMAN","AZ",86409,NA,"MO",35.218954,-114.029178,2017,1,NA
"241","AZ0050",999,"AE-PINAL","PINAL COUNTY LIBRARY DISTRICT","92 W BUTTE AVE","FLORENCE","AZ",85132,"MA",NA,33.03139087,-111.3882612,2020,1,NA
"242","AZ0064",18,"BS-READRUN","BOOKMOBILE - READRUNNERS","202 W VALENCIA RD","TUCSON","AZ",85706,NA,"BS",32.13414552,-110.9724984,2020,1,NA
"243","AZ0066",2,"CE-PATAGONIA","PATAGONIA PUBLIC LIBRARY","346 DUQUESNE AVE","PATAGONIA","AZ",85624,NA,"CE",31.53869034,-110.7538233,2020,1,NA
"244","AZ0086",2,"CE-FOOTHILLS","DESERT FOOTHILLS LIBRARY","38443 N SCHOOLHOUSE RD","CAVE CREEK","AZ",85331,NA,"CE",33.83502818,-111.9432457,2020,1,NA
"245","AZ0088",2,"CE-PEORIA","PEORIA PUBLIC LIBRARY SYSTEM","8463 W MONROE ST","PEORIA","AZ",85345,NA,"CE",33.57722871,-112.2415089,2020,1,NA
"246","AZ0088",3,"BR-SUNRISE","SUNRISE MOUNTAIN BRANCH LIBRARY","21109 N 98TH AVE","PEORIA","AZ",85382,NA,"BR",33.67606245,-112.2704365,2020,1,NA
"247","AZ0092",1,"CE-YOUNGTOWN","YOUNGTOWN PUBLIC LIBRARY","12035 N CLUB HOUSE SQ","YOUNGTOWN","AZ",85363,NA,"CE",33.59399252,-112.300838,2020,1,NA
"248","AZ0100",5,"CE-NAVOFC","OFFICE OF NAVAJO NATION LIBRARY","HWY 264, POST OFFICE LOOP RD","WINDOW ROCK","AZ",86515,NA,"CE",35.66463893,-109.0512986,2020,1,NA
"249","AZ0103",2,"CE-COLRIVER","COLORADO RIVER INDIAN TRIBES LIBRARY/ARCHIVES","26600 MOHAVE RD","PARKER","AZ",85344,NA,"CE",33.94766844,-114.4216855,2020,1,NA
"250","AZ0107",999,"AE-NAVAJO","NAVAJO COUNTY LIBRARY DISTRICT","121 W BUFFALO ST","HOLBROOK","AZ",86025,"MA",NA,34.90389618,-110.1591953,2020,1,NA
"251","AZ0110",2,"CE-BENSON","BENSON PUBLIC LIBRARY","300 S HUACHUCA ST","BENSON","AZ",85602,NA,"CE",31.96584847,-110.2966341,2020,1,NA
"252","AZ0114",2,"CE-SIERRA","SIERRA VISTA PUBLIC LIBRARY","2600 E TACOMA ST","SIERRA VISTA","AZ",85635,NA,"CE",31.56597528,-110.2713173,2020,1,NA
"253","AZ0116",2,"CE-ELSIE","ELSIE S. HOGAN COMMUNITY LIBRARY","100 N CURTIS AVE","WILLCOX","AZ",85643,NA,"CE",32.25334545,-109.8335802,2020,1,NA
"254","AZ0117",3,"BM-FUNVAN","FUN VAN BOOKMOBILE","1177 N IDAHO RD","APACHE JUNCTION","AZ",85119,NA,"BS",33.42563499,-111.5460625,2020,1,NA
"255","AZ0118",3,"BS-CASAGRANDE","CASA GRANDE PUBLIC LIBRARY BOOKMOBILE","1556 N ARIZOLA RD","CASA GRANDE","AZ",85122,NA,"BS",32.89047654,-111.7139746,2020,1,NA
"256","AZ0122",1,"CE-COCOPAH","COCOPAH TRIBAL LIBRARY","14250 S AVE I","SOMERTON","AZ",85350,NA,"CE",32.59251528,-114.7695814,2020,1,NA
"257","AZ0123",1,"CE-SALTRIVER","SALT RIVER TRIBAL LIBRARY","11725 E INDIAN SCHOOL RD","SCOTTSDALE","AZ",85256,NA,"CE",33.49516365,-111.8281102,2020,1,NA
"258","AZ0146",2,"CE-CHINO","CHINO VALLEY PUBLIC LIBRARY","1020 W PALOMINO RD","CHINO VALLEY","AZ",86323,NA,"CE",34.77341149,-112.4662449,2020,1,NA
"259","AZ0147",2,"CE-CLARK","CLARK MEMORIAL LIBRARY","39 N 9TH ST","CLARKDALE","AZ",86324,NA,"CE",34.771869,-112.057548,2017,1,NA
"260","AZ0172",1,"CE-MORENCI","MORENCI COMMUNITY LIBRARY","346 PLAZA DRIVE","MORENCI","AZ",85540,NA,"CE",33.0510897,-109.3279296,2014,1,NA
"261","AZ0173",1,"CE-EDWARD","THE EDWARD MCELWAIN MEMORIAL LIBRARY","460 HUALAPAI WAY","PEACH SPRINGS","AZ",86434,NA,"CE",35.53877757,-113.4223505,2020,1,NA
"262","AZ0174",1,"CE-KAIBAB","KAIBAB PAIUTE TRIBAL LIBRARY","1 N PIPE SPRINGS RD","FREDONIA","AZ",86022,NA,"CE",36.88093231,-112.7389987,2020,1,NA
"263","AZ0175",1,"CE-FTMCDOWELL","FT. MCDOWELL YAVAPAI NATION TRIBAL LIBRARY","16708 N FORT MCDOWELL RD","FT. MCDOWELL","AZ",85264,NA,"CE",33.63961272,-111.6764894,2020,1,NA
"264","AZ0176",1,"CE-HAYES","IRA H. HAYES MEMORIAL LIBRARY","94 N CHURCH ST","SACATON","AZ",85147,NA,"CE",33.07759504,-111.7428466,2020,1,NA
"265","AZ0177",NA,"AE-LAPAZ","LA PAZ COUNTY SERVICES","69725 Centennial Rd","SALOME","AZ",85348,"MO",NA,33.78823302,-113.565375,2020,1,NA
"266","AZ0178",1,"CE-AVAICH","AVA ICH ASIIT TRIBAL LIBRARY","1605 PLANTATION RD","MOHAVE VALLEY","AZ",86440,NA,"CE",34.85158749,-114.594689,2020,1,NA
"267","AZ0179",1,"CE-FERNANDO","DR. FERNANDO ESCALANTE TRIBAL LIBRARY","5100 W CALLE TETAKUSIM","TUCSON","AZ",85757,NA,"CE",32.11535476,-111.0747986,2020,1,NA
"268","AZ0180",1,"CE-YAVPRES","YAVAPAI-PRESCOTT TRIBAL LIBRARY","530 E MERRITT ST","PRESCOTT","AZ",86301,NA,"CE",34.55521006,-112.4661121,2020,1,NA
"269","AZ0181",999,"AE-HOPI","HOPI PUBLIC LIBRARY","1 MAIN ST, C/O HOPI EDUCATION DEPT","KYKOTSMOVI","AZ",86039,"MA",NA,35.86877569,-110.6235638,2020,1,NA
"270","AZ0182",1,"CE-AKCHIN","AK-CHIN INDIAN COMMUNITY LIBRARY","46521 W FARRELL RD","MARICOPA","AZ",85139,NA,"CE",33.02893275,-112.067235,2020,1,NA
"271","AZ0183",1,"CE-SANLUCY","SAN LUCY LIBRARY","1125 C ST","GILA BEND","AZ",85337,NA,"CE",32.96363547,-112.718541,2020,1,NA
"272","AZ0184",1,"CE-XAVIER","SAN XAVIER LEARNING CENTER LIBRARY","1960 W WA:K LANE","TUCSON","AZ",85746,NA,"CE",32.09542807,-111.0088695,2020,1,NA
"273","CA0001",NA,"M597","ALAMEDA COUNTY LIBRARY","2450 STEVENSON BLVD.","FREMONT","CA",94538,"MO",NA,37.55175256,-121.9716798,2020,1,NA
"274","CA0004",4,"M600","ALPINE COUNTY LIBRARY BOOKMOBILE","270 LARAMIE ST.","MARKLEEVILLE","CA",96120,NA,"BS",38.6931403,-119.7812186,2020,1,NA
"275","CA0006",2,"M602","AMADOR COUNTY LIBRARY","530 SUTTER ST.","JACKSON","CA",95642,NA,"CE",38.35343646,-120.7770776,2020,1,NA
"276","CA0007",3,"M603","HASKETT BRANCH LIBRARY","2650 W. BROADWAY","ANAHEIM","CA",92804,NA,"BR",33.82852252,-117.978519,2020,1,NA
"277","CA0007",4,"M603","CANYON HILLS BRANCH","400 SCOUT TRAIL","ANAHEIM","CA",92807,NA,"BR",33.84545263,-117.786163,2020,1,NA
"278","CA0007",5,"M603","EUCLID LIBRARY","1340 S. EUCLID","ANAHEIM","CA",92802,NA,"BR",33.81437102,-117.9414025,2020,1,NA
"279","CA0007",6,"M603","SUNKIST LIBRARY","901 S. SUNKIST","ANAHEIM","CA",92806,NA,"BR",33.82809777,-117.880547,2020,1,NA
"280","CA0007",10,"M603","ANAHEIM HERITAGE CENTER @ THE MUZEO","241 S. ANAHEIM BLVD.","ANAHEIM","CA",92805,NA,"BR",33.83369973,-117.9133265,2020,1,NA
"281","CA0011",8,"M607","BRANCH VAN","2031 BANCROFT WAY","BERKELEY","CA",94704,NA,"BS",37.867463,-122.268835,2014,1,NA
"282","CA0012",2,"M608","BEVERLY HILLS PUBLIC LIBRARY","444 N. REXFORD DR.","BEVERLY HILLS","CA",90210,NA,"CE",34.07323307,-118.4001319,2020,1,NA
"283","CA0012",4,"M608","ROXBURY BOOK NOOK","401 S. ROXBURY DR.","BEVERLY HILLS","CA",90212,NA,"BR",34.05846093,-118.4057113,2020,1,NA
"284","CA0013",2,"M609","BRAWLEY PUBLIC LIBRARY","400 MAIN ST.","BRAWLEY","CA",92227,NA,"CE",32.97857277,-115.5360916,2020,1,NA
"285","CA0013",3,"M609","LAMBS","400 MAIN ST.","BRAWLEY","CA",92227,NA,"BS",32.978606,-115.536052,2015,1,NA
"286","CA0013",4,"M609","DEL RIO BRANCH","1501 I ST.","BRAWLEY","CA",92227,NA,"BR",32.97537734,-115.5177316,2020,1,NA
"287","CA0015",2,"M611","BURBANK PUBLIC LIBRARY","110 N. GLENOAKS BLVD.","BURBANK","CA",91502,NA,"CE",34.1836387,-118.3067798,2020,1,NA
"288","CA0015",3,"M611","BUENA VISTA BRANCH","300 N. BUENA VISTA STREET","BURBANK","CA",91505,NA,"BR",34.16312236,-118.3304755,2020,1,NA
