"","ros_entity_number","FSCSKEY","FSCS_SEQ","ros_entity_name","ros_entity_type","is_school_library_independent","ros_subtype","ros_status","ros_physical_address","ros_physical_city","ros_physical_state","ros_physical_zipcode","ros_physical_zipcode_ext","ros_physical_county","ros_latitude","ros_longitude","ros_congressional_district","ros_urban_rural_status","ros_number_of_full_time_students","ros_total_number_of_part_time_students","ros_peak_number_of_part_time_students","ros_number_of_nslp_students","billed_entity_number","organization_name","organization_entity_type_name","org_address1","org_city","org_state","org_zipcode","org_congressional_district","funding_year","application_number","funding_request_number","form_471_line_item_number","is_certified_in_window","form_471_status_name","form_471_frn_status_name","pending_reason","spin_name","spin_number","chosen_category_of_service","form_471_service_type_name","form_471_function_name","form_471_product_name","upload_speed","form_471_upload_speed_unit_name","download_speed","form_471_download_speed_unit_name","total_monthly_cost","monthly_recur_ineligible_cost","monthly_recurring_unit_eligible_costs","monthly_quantity","total_monthly_eligible_recurring_costs","months_of_service","total_eligible_recurring_costs","total_one_time_cost","one_time_ineligible_cost","one_time_eligible_costs","one_time_quantity","total_eligible_one_time_costs","pre_discount_extended_eligible_line_item_costs","dis_pct","post_discount_extended_eligible_line_item_costs","post_discount_applicant_share","ros_square_footage","qty_allocation","tribal_type","form_471_frn_fiber_type_name","form_471_frn_fiber_sub_type_name","ros_physical_address_2","original_allocation","count_ros","cat1_discount_by_ros_estimated","cat2_discount_by_ros","MOST_RECENT_PLS","form_471_purpose_name","form_version","connection_directly_school","connection_supports_service","download_speed_mbps","upload_speed_mbps","speed_tier","gigabit_binary","POPU_LSA","LOCALE_ADD","LOCALE","LOCALE_ADD_DESCR","LOCALE_TOP_LEVEL_DESCR","speed_benchmark","pop_category"
"97",132645,"IA0219",2,"burlington public library","library","Yes","main branch, public library","Active","210 Court Street","Burlington","IA",52601,NA,"Des Moines",40.81259,-91.101147,"Congressional District 2","Rural",NA,NA,NA,NA,226023,"Iowa Department Of Education","consortium","Grimes State Office Building 400 E. 14th. Street","Des Moines","IA",50319,"Congressional District 3",2022,221009424,2299010971,2299010971.042,"In-Window","Committed","Funded","FCDL Issued","State of Iowa, Iowa Telecommunication & Technology Commissio",143003005,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",1,"Gbps",1,"Gbps",432,0,432,5,2160,12,25920,0,0,0,0,0,25920,0.67,17366.4,8553.6,59000,NA,NA,NA,NA,NA,5184,5,3473.28,NA,2020,"Backbone circuit for consortium that provides connectivity between aggregation points or other non-user facilities","Current","No","No",1000,1000,"gigabit","gigabit",35699,NA,33,"Town Remote","Town","benchmark met","under50"
"98",132656,"IA0202",2,"keokuk public library","library","Yes","main branch, public library","Active","210 N 5th St","Keokuk","IA",52632,5614,"Lee",40.3974312,-91.3811509,"Congressional District 2","Rural",NA,NA,NA,NA,226023,"Iowa Department Of Education","consortium","Grimes State Office Building 400 E. 14th. Street","Des Moines","IA",50319,"Congressional District 3",2022,221009424,2299010971,2299010971.029,"In-Window","Committed","Funded","FCDL Issued","State of Iowa, Iowa Telecommunication & Technology Commissio",143003005,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",1,"Gbps",1,"Gbps",317,0,317,4,1268,12,15216,0,0,0,0,0,15216,0.67,10194.72,5021.28,17623,NA,NA,NA,NA,NA,3804,4,2548.68,NA,2020,"Backbone circuit for consortium that provides connectivity between aggregation points or other non-user facilities","Current","No","No",1000,1000,"gigabit","gigabit",14398,NA,33,"Town Remote","Town","benchmark met","under50"
"99",132677,"IA0354",2,"bettendorf public library","library","Yes","main branch, public library","Active","2950 18th St","Bettendorf","IA",52722,NA,"Scott",41.5523645,-90.5001514,"Congressional District 2","Urban",NA,NA,NA,NA,226023,"Iowa Department Of Education","consortium","Grimes State Office Building 400 E. 14th. Street","Des Moines","IA",50319,"Congressional District 3",2022,221009424,2299010971,2299010971.027,"In-Window","Committed","Funded","FCDL Issued","State of Iowa, Iowa Telecommunication & Technology Commissio",143003005,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",1,"Gbps",1,"Gbps",294,0,294,5,1470,12,17640,0,0,0,0,0,17640,0.67,11818.8,5821.2,52000,NA,NA,NA,NA,NA,3528,5,2363.76,NA,2020,"Backbone circuit for consortium that provides connectivity between aggregation points or other non-user facilities","Current","No","No",1000,1000,"gigabit","gigabit",33215,NA,21,"Suburban Large","Suburban","benchmark met","under50"
"100",132707,"IA0355",2,"davenport public library","library","Yes","main branch, public library","Active","321 N Main St","Davenport","IA",52801,1409,"Scott",41.5231972,-90.5751184,"Congressional District 2","Urban",NA,NA,NA,NA,226023,"Iowa Department Of Education","consortium","Grimes State Office Building 400 E. 14th. Street","Des Moines","IA",50319,"Congressional District 3",2022,221009424,2299010971,2299010971.033,"In-Window","Committed","Funded","FCDL Issued","State of Iowa, Iowa Telecommunication & Technology Commissio",143003005,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",1,"Gbps",1,"Gbps",350,0,350,82,28700,12,344400,0,0,0,0,0,344400,0.67,230748,113652,63000,NA,NA,NA,NA,NA,4200,82,2814,NA,2020,"Backbone circuit for consortium that provides connectivity between aggregation points or other non-user facilities","Current","No","No",1000,1000,"gigabit","gigabit",99687,NA,12,"City Midsize","City","benchmark met","over50"
"101",180694,"IA0010",2,"gibson mem library","library","Yes","main branch, public library","Active","200 W. Howard","Creston","IA",50801,NA,NA,41.060828,-94.362842,"Congressional District 3","Rural",NA,NA,NA,NA,226023,"Iowa Department Of Education","consortium","Grimes State Office Building 400 E. 14th. Street","Des Moines","IA",50319,"Congressional District 3",2022,221009424,2299010971,2299010971.029,"In-Window","Committed","Funded","FCDL Issued","State of Iowa, Iowa Telecommunication & Technology Commissio",143003005,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",1,"Gbps",1,"Gbps",317,0,317,4,1268,12,15216,0,0,0,0,0,15216,0.67,10194.72,5021.28,7831,NA,NA,NA,NA,NA,3804,4,2548.68,NA,2020,"Backbone circuit for consortium that provides connectivity between aggregation points or other non-user facilities","Current","No","No",1000,1000,"gigabit","gigabit",12539,NA,33,"Town Remote","Town","benchmark met","under50"
"102",103857,"CA0112",12,"el cajon branch library","library","No","public library","Active","201 East Douglas Ave.","El Cajon","CA",92020,4519,"San Diego",32.793619,-116.960425,"Congressional District 53","Urban",NA,NA,NA,NA,225495,"Cenic-Corporation For Education Network Initiatives In California","consortium","16700 Valley View Avenue, Suite 400","La Mirada","CA",90638,"Congressional District 38",2022,221032765,2299048153,2299048153.001,"In-Window","Committed","Funded","FCDL Issued","Pacific Bell Telephone Company",143002665,"Category1","Data Transmission and/or Internet Access","Copper","Cable Modem",1,"Mbps",1,"Mbps",19.75,0,19.75,70,1382.5,12,16590,33.61,0,33.61,70,2352.7,18942.7,0.74,14017.598,4925.1,30166,NA,NA,NA,NA,NA,305.53,62,226.090290322581,NA,2020,"Backbone circuit for consortium that provides connectivity between aggregation points or other non-user facilities","Current","No","No",1,1,"unserved","not_gigabit",1112378,NA,21,"Suburban Large","Suburban","benchmark not met","over50"
"103",104106,"CA0112",34,"vista branch library","library","No","public library","Active","700 Eucalyptus Ave.","Vista","CA",92084,6617,"San Diego",33.202009,-117.233212,"Congressional District 49","Urban",NA,NA,NA,NA,225495,"Cenic-Corporation For Education Network Initiatives In California","consortium","16700 Valley View Avenue, Suite 400","La Mirada","CA",90638,"Congressional District 38",2022,221032765,2299048153,2299048153.001,"In-Window","Committed","Funded","FCDL Issued","Pacific Bell Telephone Company",143002665,"Category1","Data Transmission and/or Internet Access","Copper","Cable Modem",1,"Mbps",1,"Mbps",19.75,0,19.75,70,1382.5,12,16590,33.61,0,33.61,70,2352.7,18942.7,0.74,14017.598,4925.1,30394,NA,NA,NA,NA,NA,305.53,62,226.090290322581,NA,2020,"Backbone circuit for consortium that provides connectivity between aggregation points or other non-user facilities","Current","No","No",1,1,"unserved","not_gigabit",1112378,NA,21,"Suburban Large","Suburban","benchmark not met","over50"
"104",105550,"CA0080",2,"newport central library","library","No","main branch, public library","Active","1000 Avocado Ave","Newport Beach","CA",92660,7915,"Orange",33.6077239,-117.8731074,"Congressional District 48","Urban",NA,NA,NA,NA,225495,"Cenic-Corporation For Education Network Initiatives In California","consortium","16700 Valley View Avenue, Suite 400","La Mirada","CA",90638,"Congressional District 38",2022,221032765,2299048153,2299048153.001,"In-Window","Committed","Funded","FCDL Issued","Pacific Bell Telephone Company",143002665,"Category1","Data Transmission and/or Internet Access","Copper","Cable Modem",1,"Mbps",1,"Mbps",19.75,0,19.75,70,1382.5,12,16590,33.61,0,33.61,70,2352.7,18942.7,0.74,14017.598,4925.1,71000,NA,NA,NA,NA,NA,305.53,62,226.090290322581,NA,2020,"Backbone circuit for consortium that provides connectivity between aggregation points or other non-user facilities","Current","No","No",1,1,"unserved","not_gigabit",85780,NA,13,"City Small","City","benchmark not met","over50"
"105",106490,"CA0053",2,"hanford branch library","library","No","public library","Active","401 N Douty St","Hanford","CA",93230,3908,"Kings",36.3293451,-119.6454502,"Congressional District 21","Urban",NA,NA,NA,NA,225495,"Cenic-Corporation For Education Network Initiatives In California","consortium","16700 Valley View Avenue, Suite 400","La Mirada","CA",90638,"Congressional District 38",2022,221032765,2299048153,2299048153.001,"In-Window","Committed","Funded","FCDL Issued","Pacific Bell Telephone Company",143002665,"Category1","Data Transmission and/or Internet Access","Copper","Cable Modem",1,"Mbps",1,"Mbps",19.75,0,19.75,70,1382.5,12,16590,33.61,0,33.61,70,2352.7,18942.7,0.74,14017.598,4925.1,10000,NA,NA,NA,NA,NA,305.52,62,226.090290322581,NA,2020,"Backbone circuit for consortium that provides connectivity between aggregation points or other non-user facilities","Current","No","No",1,1,"unserved","not_gigabit",153608,NA,13,"City Small","City","benchmark not met","over50"
"106",107130,"CA0050",2,"independence branch library","library","No","main branch, public library","Active","Po Box K","Independence","CA",93526,610,"Inyo",36.8022826,-118.1998061,"Congressional District 8","Rural",NA,NA,NA,NA,225495,"Cenic-Corporation For Education Network Initiatives In California","consortium","16700 Valley View Avenue, Suite 400","La Mirada","CA",90638,"Congressional District 38",2022,221032765,2299048221,2299048221.001,"In-Window","Committed","Funded","FCDL Issued","CITIZENS TELECOMM CO OF CA",143002646,"Category1","Data Transmission and/or Internet Access","Copper","Cable Modem",1,"Mbps",1,"Mbps",36.65,0,36.65,20,733,12,8796,0,0,0,0,0,8796,0.74,6509.04,2286.96,NA,NA,NA,NA,NA,NA,488.67,18,361.613333333333,NA,2020,"Backbone circuit for consortium that provides connectivity between aggregation points or other non-user facilities","Current","No","No",1,1,"unserved","not_gigabit",18584,NA,43,"Rural Remote","Rural","benchmark not met","under50"
"107",108674,"CA0136",11,"fairfield civic center","library","No","main branch, public library","Active","1150 Kentucky St","Fairfield","CA",94533,5761,"Solano",38.2520975,-122.0478949,"Congressional District 3","Urban",NA,NA,NA,NA,225495,"Cenic-Corporation For Education Network Initiatives In California","consortium","16700 Valley View Avenue, Suite 400","La Mirada","CA",90638,"Congressional District 38",2022,221032765,2299048153,2299048153.001,"In-Window","Committed","Funded","FCDL Issued","Pacific Bell Telephone Company",143002665,"Category1","Data Transmission and/or Internet Access","Copper","Cable Modem",1,"Mbps",1,"Mbps",19.75,0,19.75,70,1382.5,12,16590,33.61,0,33.61,70,2352.7,18942.7,0.74,14017.598,4925.1,0,NA,NA,NA,NA,NA,305.53,62,226.090290322581,NA,2020,"Backbone circuit for consortium that provides connectivity between aggregation points or other non-user facilities","Current","No","No",1,1,"unserved","not_gigabit",413049,NA,22,"Suburban Midsize","Suburban","benchmark not met","over50"
"108",108725,"CA0001",3,"fremont main branch library","library","No","main branch, public library","Active","2400 Stevenson Blvd","Fremont","CA",94538,2326,"Alameda",37.5512036,-121.9718987,"Congressional District 17","Urban",NA,NA,NA,NA,225495,"Cenic-Corporation For Education Network Initiatives In California","consortium","16700 Valley View Avenue, Suite 400","La Mirada","CA",90638,"Congressional District 38",2022,221032765,2299048153,2299048153.001,"In-Window","Committed","Funded","FCDL Issued","Pacific Bell Telephone Company",143002665,"Category1","Data Transmission and/or Internet Access","Copper","Cable Modem",1,"Mbps",1,"Mbps",19.75,0,19.75,70,1382.5,12,16590,33.61,0,33.61,70,2352.7,18942.7,0.74,14017.598,4925.1,68532,NA,NA,NA,NA,NA,305.53,62,226.090290322581,NA,2020,"Backbone circuit for consortium that provides connectivity between aggregation points or other non-user facilities","Current","No","No",1,1,"unserved","not_gigabit",613679,NA,21,"Suburban Large","Suburban","benchmark not met","over50"
"109",111078,"CA0039",2,"eureka main library","library","No","main branch, public library","Active","1313 3rd Street","Eureka","CA",95501,559,"Humboldt",40.805048,-124.15743,"Congressional District 2","Urban",NA,NA,NA,NA,225495,"Cenic-Corporation For Education Network Initiatives In California","consortium","16700 Valley View Avenue, Suite 400","La Mirada","CA",90638,"Congressional District 38",2022,221032765,2299048153,2299048153.001,"In-Window","Committed","Funded","FCDL Issued","Pacific Bell Telephone Company",143002665,"Category1","Data Transmission and/or Internet Access","Copper","Cable Modem",1,"Mbps",1,"Mbps",19.75,0,19.75,70,1382.5,12,16590,33.61,0,33.61,70,2352.7,18942.7,0.74,14017.598,4925.1,64800,NA,NA,NA,NA,NA,305.53,62,226.090290322581,NA,2020,"Backbone circuit for consortium that provides connectivity between aggregation points or other non-user facilities","Current","No","No",1,1,"unserved","not_gigabit",133302,NA,33,"Town Remote","Town","benchmark not met","over50"
"110",111363,"CA0193",2,"folsom  public  library","library","Yes","main branch, public library","Active","300 Persifer St","Folsom","CA",95630,2800,"Sacramento",38.6772273,-121.1694729,"Congressional District 7","Urban",NA,NA,NA,NA,225495,"Cenic-Corporation For Education Network Initiatives In California","consortium","16700 Valley View Avenue, Suite 400","La Mirada","CA",90638,"Congressional District 38",2022,221032765,2299048153,2299048153.001,"In-Window","Committed","Funded","FCDL Issued","Pacific Bell Telephone Company",143002665,"Category1","Data Transmission and/or Internet Access","Copper","Cable Modem",1,"Mbps",1,"Mbps",19.75,0,19.75,70,1382.5,12,16590,33.61,0,33.61,70,2352.7,18942.7,0.74,14017.598,4925.1,24000,NA,NA,NA,NA,NA,305.53,62,226.090290322581,NA,2020,"Backbone circuit for consortium that provides connectivity between aggregation points or other non-user facilities","Current","No","No",1,1,"unserved","not_gigabit",81610,NA,13,"City Small","City","benchmark not met","over50"
"111",111386,"CA0036",5,"georgetown branch library","library","No","public library","Active","6680 Orleans St","Georgetown","CA",95634,55,"El Dorado",38.9068445,-120.8385462,"Congressional District 4","Rural",NA,NA,NA,NA,225495,"Cenic-Corporation For Education Network Initiatives In California","consortium","16700 Valley View Avenue, Suite 400","La Mirada","CA",90638,"Congressional District 38",2022,221032765,2299048153,2299048153.001,"In-Window","Committed","Funded","FCDL Issued","Pacific Bell Telephone Company",143002665,"Category1","Data Transmission and/or Internet Access","Copper","Cable Modem",1,"Mbps",1,"Mbps",19.75,0,19.75,70,1382.5,12,16590,33.61,0,33.61,70,2352.7,18942.7,0.74,14017.598,4925.1,1760,NA,NA,NA,NA,NA,305.52,62,226.090290322581,NA,2020,"Backbone circuit for consortium that provides connectivity between aggregation points or other non-user facilities","Current","No","No",1,1,"unserved","not_gigabit",193227,NA,42,"Rural Distant","Rural","benchmark not met","over50"
"112",111640,"CA0157",9,"yolo branch library","library","No","main branch, public library","Active","37750 Sacramento St","Yolo","CA",95697,NA,"Yolo",38.7332398,-121.8074787,"Congressional District 3","Rural",NA,NA,NA,NA,225495,"Cenic-Corporation For Education Network Initiatives In California","consortium","16700 Valley View Avenue, Suite 400","La Mirada","CA",90638,"Congressional District 38",2022,221032765,2299048153,2299048153.001,"In-Window","Committed","Funded","FCDL Issued","Pacific Bell Telephone Company",143002665,"Category1","Data Transmission and/or Internet Access","Copper","Cable Modem",1,"Mbps",1,"Mbps",19.75,0,19.75,70,1382.5,12,16590,33.61,0,33.61,70,2352.7,18942.7,0.74,14017.598,4925.1,0,NA,NA,NA,NA,NA,305.52,62,226.090290322581,NA,2020,"Backbone circuit for consortium that provides connectivity between aggregation points or other non-user facilities","Current","No","No",1,1,"unserved","not_gigabit",160963,NA,41,"Rural Fringe","Rural","benchmark not met","over50"
"113",111657,"CA0036",4,"pollock pines branch library","library","No","public library","Active","6210 Pony Express Trail","Pollock Pines","CA",95726,757,"El Dorado",38.7612923,-120.5865935,"Congressional District 4","Rural",NA,NA,NA,NA,225495,"Cenic-Corporation For Education Network Initiatives In California","consortium","16700 Valley View Avenue, Suite 400","La Mirada","CA",90638,"Congressional District 38",2022,221032765,2299048153,2299048153.001,"In-Window","Committed","Funded","FCDL Issued","Pacific Bell Telephone Company",143002665,"Category1","Data Transmission and/or Internet Access","Copper","Cable Modem",1,"Mbps",1,"Mbps",19.75,0,19.75,70,1382.5,12,16590,33.61,0,33.61,70,2352.7,18942.7,0.74,14017.598,4925.1,1242,NA,NA,NA,NA,NA,305.53,62,226.090290322581,NA,2020,"Backbone circuit for consortium that provides connectivity between aggregation points or other non-user facilities","Current","No","No",1,1,"unserved","not_gigabit",193227,NA,31,"Town Fringe","Town","benchmark not met","over50"
"114",143460,"CA0063",2,"los angeles public library","library","No","main branch, public library","Active","630 W 5th St","Los Angeles","CA",90071,2002,"Los Angeles",34.05074,-118.255134,"Congressional District 34","Urban",NA,NA,NA,NA,225495,"Cenic-Corporation For Education Network Initiatives In California","consortium","16700 Valley View Avenue, Suite 400","La Mirada","CA",90638,"Congressional District 38",2022,221032765,2299048153,2299048153.001,"In-Window","Committed","Funded","FCDL Issued","Pacific Bell Telephone Company",143002665,"Category1","Data Transmission and/or Internet Access","Copper","Cable Modem",1,"Mbps",1,"Mbps",19.75,0,19.75,70,1382.5,12,16590,33.61,0,33.61,70,2352.7,18942.7,0.74,14017.598,4925.1,538000,NA,NA,NA,NA,NA,305.53,62,226.090290322581,NA,2020,"Backbone circuit for consortium that provides connectivity between aggregation points or other non-user facilities","Current","No","No",1,1,"unserved","not_gigabit",4010684,NA,11,"City Large","City","benchmark not met","over50"
"115",143491,"CA0100",2,"redondo beach public library","library","Yes","main branch, public library","Active","303 N Pacific Coast Hwy","Redondo Beach","CA",90277,2838,"Los Angeles",33.8460043,-118.3881625,"Congressional District 33","Urban",NA,NA,NA,NA,225495,"Cenic-Corporation For Education Network Initiatives In California","consortium","16700 Valley View Avenue, Suite 400","La Mirada","CA",90638,"Congressional District 38",2022,221032765,2299048221,2299048221.001,"In-Window","Committed","Funded","FCDL Issued","CITIZENS TELECOMM CO OF CA",143002646,"Category1","Data Transmission and/or Internet Access","Copper","Cable Modem",1,"Mbps",1,"Mbps",36.65,0,36.65,20,733,12,8796,0,0,0,0,0,8796,0.74,6509.04,2286.96,0,NA,NA,NA,NA,NA,488.67,18,361.613333333333,NA,2020,"Backbone circuit for consortium that provides connectivity between aggregation points or other non-user facilities","Current","No","No",1,1,"unserved","not_gigabit",66994,NA,21,"Suburban Large","Suburban","benchmark not met","over50"
"116",143511,"CA0014",2,"buena park library district","library","Yes","main branch, public library","Active","7150 La Palma Ave","Buena Park","CA",90620,2547,"Orange",33.8460883,-118.0084448,"Congressional District 39","Urban",NA,NA,NA,NA,225495,"Cenic-Corporation For Education Network Initiatives In California","consortium","16700 Valley View Avenue, Suite 400","La Mirada","CA",90638,"Congressional District 38",2022,221032765,2299048153,2299048153.001,"In-Window","Committed","Funded","FCDL Issued","Pacific Bell Telephone Company",143002665,"Category1","Data Transmission and/or Internet Access","Copper","Cable Modem",1,"Mbps",1,"Mbps",19.75,0,19.75,70,1382.5,12,16590,33.61,0,33.61,70,2352.7,18942.7,0.74,14017.598,4925.1,45750,NA,NA,NA,NA,NA,305.53,62,226.090290322581,NA,2020,"Backbone circuit for consortium that provides connectivity between aggregation points or other non-user facilities","Current","No","No",1,1,"unserved","not_gigabit",81998,NA,21,"Suburban Large","Suburban","benchmark not met","over50"
"117",143534,"CA0008",2,"arcadia public library","library","Yes","main branch, public library","Active","20 W Duarte Rd","Arcadia","CA",91006,6959,"Los Angeles",34.128617,-118.032326,"Congressional District 27","Urban",NA,NA,NA,NA,225495,"Cenic-Corporation For Education Network Initiatives In California","consortium","16700 Valley View Avenue, Suite 400","La Mirada","CA",90638,"Congressional District 38",2022,221032765,2299048153,2299048153.001,"In-Window","Committed","Funded","FCDL Issued","Pacific Bell Telephone Company",143002665,"Category1","Data Transmission and/or Internet Access","Copper","Cable Modem",1,"Mbps",1,"Mbps",19.75,0,19.75,70,1382.5,12,16590,33.61,0,33.61,70,2352.7,18942.7,0.74,14017.598,4925.1,48000,NA,NA,NA,NA,NA,305.53,62,226.090290322581,NA,2020,"Backbone circuit for consortium that provides connectivity between aggregation points or other non-user facilities","Current","No","No",1,1,"unserved","not_gigabit",57212,NA,13,"City Small","City","benchmark not met","over50"
"118",143538,"CA0072",2,"monrovia public library","library","Yes","main branch, public library","Active","321 S Myrtle Ave","Monrovia","CA",91016,2848,"Los Angeles",34.1486232,-118.0022547,"Congressional District 32","Urban",NA,NA,NA,NA,225495,"Cenic-Corporation For Education Network Initiatives In California","consortium","16700 Valley View Avenue, Suite 400","La Mirada","CA",90638,"Congressional District 38",2022,221032765,2299048221,2299048221.001,"In-Window","Committed","Funded","FCDL Issued","CITIZENS TELECOMM CO OF CA",143002646,"Category1","Data Transmission and/or Internet Access","Copper","Cable Modem",1,"Mbps",1,"Mbps",36.65,0,36.65,20,733,12,8796,0,0,0,0,0,8796,0.74,6509.04,2286.96,1000,NA,NA,NA,NA,NA,488.67,18,361.613333333333,NA,2020,"Backbone circuit for consortium that provides connectivity between aggregation points or other non-user facilities","Current","No","No",1,1,"unserved","not_gigabit",37935,NA,21,"Suburban Large","Suburban","benchmark not met","under50"
"119",143545,"CA0119",2,"san marino public library","library","Yes","main branch, public library","Active","1890 Huntington Dr","San Marino","CA",91108,2542,"Los Angeles",34.1190091,-118.1126926,"Congressional District 27","Urban",NA,NA,NA,NA,225495,"Cenic-Corporation For Education Network Initiatives In California","consortium","16700 Valley View Avenue, Suite 400","La Mirada","CA",90638,"Congressional District 38",2022,221032765,2299048153,2299048153.001,"In-Window","Committed","Funded","FCDL Issued","Pacific Bell Telephone Company",143002665,"Category1","Data Transmission and/or Internet Access","Copper","Cable Modem",1,"Mbps",1,"Mbps",19.75,0,19.75,70,1382.5,12,16590,33.61,0,33.61,70,2352.7,18942.7,0.74,14017.598,4925.1,0,NA,NA,NA,NA,NA,305.53,62,226.090290322581,NA,2020,"Backbone circuit for consortium that provides connectivity between aggregation points or other non-user facilities","Current","No","No",1,1,"unserved","not_gigabit",13087,NA,21,"Suburban Large","Suburban","benchmark not met","under50"
"120",143591,"CA0043",2,"glendora public library","library","Yes","main branch, public library","Active","140 S Glendora Ave","Glendora","CA",91741,3416,"Los Angeles",34.1350655,-117.8652849,"Congressional District 27","Urban",NA,NA,NA,NA,225495,"Cenic-Corporation For Education Network Initiatives In California","consortium","16700 Valley View Avenue, Suite 400","La Mirada","CA",90638,"Congressional District 38",2022,221032765,2299048221,2299048221.001,"In-Window","Committed","Funded","FCDL Issued","CITIZENS TELECOMM CO OF CA",143002646,"Category1","Data Transmission and/or Internet Access","Copper","Cable Modem",1,"Mbps",1,"Mbps",36.65,0,36.65,20,733,12,8796,0,0,0,0,0,8796,0.74,6509.04,2286.96,30000,NA,NA,NA,NA,NA,488.67,18,361.613333333333,NA,2020,"Backbone circuit for consortium that provides connectivity between aggregation points or other non-user facilities","Current","No","No",1,1,"unserved","not_gigabit",52067,NA,21,"Suburban Large","Suburban","benchmark not met","over50"
"121",143602,"CA0098",2,"pomona public library","library","Yes",NA,"Active","625 S Garey Ave","Pomona","CA",91766,NA,"Los Angeles",34.0538914,-117.7506567,"Congressional District 35","Urban",NA,NA,NA,NA,225495,"Cenic-Corporation For Education Network Initiatives In California","consortium","16700 Valley View Avenue, Suite 400","La Mirada","CA",90638,"Congressional District 38",2022,221032765,2299048221,2299048221.001,"In-Window","Committed","Funded","FCDL Issued","CITIZENS TELECOMM CO OF CA",143002646,"Category1","Data Transmission and/or Internet Access","Copper","Cable Modem",1,"Mbps",1,"Mbps",36.65,0,36.65,20,733,12,8796,0,0,0,0,0,8796,0.74,6509.04,2286.96,NA,NA,NA,NA,NA,NA,488.67,18,361.613333333333,NA,2020,"Backbone circuit for consortium that provides connectivity between aggregation points or other non-user facilities","Current","No","No",1,1,"unserved","not_gigabit",154817,NA,21,"Suburban Large","Suburban","benchmark not met","over50"
"122",143610,"CA0151",2,"upland public library","library","Yes","main branch, public library","Active","460 N Euclid Ave","Upland","CA",91786,4732,"San Bernardino",34.099084,-117.649686,"Congressional District 31","Urban",NA,NA,NA,NA,225495,"Cenic-Corporation For Education Network Initiatives In California","consortium","16700 Valley View Avenue, Suite 400","La Mirada","CA",90638,"Congressional District 38",2022,221032765,2299048221,2299048221.001,"In-Window","Committed","Funded","FCDL Issued","CITIZENS TELECOMM CO OF CA",143002646,"Category1","Data Transmission and/or Internet Access","Copper","Cable Modem",1,"Mbps",1,"Mbps",36.65,0,36.65,20,733,12,8796,0,0,0,0,0,8796,0.74,6509.04,2286.96,0,NA,NA,NA,NA,NA,488.67,18,361.613333333333,NA,2020,"Backbone circuit for consortium that provides connectivity between aggregation points or other non-user facilities","Current","No","No",1,1,"unserved","not_gigabit",78814,NA,21,"Suburban Large","Suburban","benchmark not met","over50"
"123",143614,"CA0003",2,"alhambra public library","library","Yes","main branch, public library","Active","101 South 1st Street","Alhambra","CA",91801,3432,"Los Angeles",34.0931389,-118.1275713,"Congressional District 27","Urban",NA,NA,NA,NA,225495,"Cenic-Corporation For Education Network Initiatives In California","consortium","16700 Valley View Avenue, Suite 400","La Mirada","CA",90638,"Congressional District 38",2022,221032765,2299048153,2299048153.001,"In-Window","Committed","Funded","FCDL Issued","Pacific Bell Telephone Company",143002665,"Category1","Data Transmission and/or Internet Access","Copper","Cable Modem",1,"Mbps",1,"Mbps",19.75,0,19.75,70,1382.5,12,16590,33.61,0,33.61,70,2352.7,18942.7,0.74,14017.598,4925.1,45000,NA,NA,NA,NA,NA,305.53,62,226.090290322581,NA,2020,"Backbone circuit for consortium that provides connectivity between aggregation points or other non-user facilities","Current","No","No",1,1,"unserved","not_gigabit",86792,NA,21,"Suburban Large","Suburban","benchmark not met","over50"
"124",143625,"CA0078",2,"national city public library","library","Yes","main branch, public library","Active","1401 National City Blvd","National City","CA",91950,3314,"San Diego",32.670424,-117.104134,"Congressional District 51","Urban",NA,NA,NA,NA,225495,"Cenic-Corporation For Education Network Initiatives In California","consortium","16700 Valley View Avenue, Suite 400","La Mirada","CA",90638,"Congressional District 38",2022,221032765,2299048153,2299048153.001,"In-Window","Committed","Funded","FCDL Issued","Pacific Bell Telephone Company",143002665,"Category1","Data Transmission and/or Internet Access","Copper","Cable Modem",1,"Mbps",1,"Mbps",19.75,0,19.75,70,1382.5,12,16590,33.61,0,33.61,70,2352.7,18942.7,0.74,14017.598,4925.1,0,NA,NA,NA,NA,NA,305.53,62,226.090290322581,NA,2020,"Backbone circuit for consortium that provides connectivity between aggregation points or other non-user facilities","Current","No","No",1,1,"unserved","not_gigabit",62099,NA,21,"Suburban Large","Suburban","benchmark not met","over50"
