"","ros_entity_number","FSCSKEY","FSCS_SEQ","ros_entity_name","ros_entity_type","is_school_library_independent","ros_subtype","ros_status","ros_physical_address","ros_physical_city","ros_physical_state","ros_physical_zipcode","ros_physical_zipcode_ext","ros_physical_county","ros_latitude","ros_longitude","ros_congressional_district","ros_urban_rural_status","ros_number_of_full_time_students","ros_total_number_of_part_time_students","ros_peak_number_of_part_time_students","ros_number_of_nslp_students","billed_entity_number","organization_name","organization_entity_type_name","org_address1","org_city","org_state","org_zipcode","org_congressional_district","funding_year","application_number","funding_request_number","form_471_line_item_number","is_certified_in_window","form_471_status_name","form_471_frn_status_name","pending_reason","spin_name","spin_number","chosen_category_of_service","form_471_service_type_name","form_471_function_name","form_471_product_name","upload_speed","form_471_upload_speed_unit_name","download_speed","form_471_download_speed_unit_name","total_monthly_cost","monthly_recur_ineligible_cost","monthly_recurring_unit_eligible_costs","monthly_quantity","total_monthly_eligible_recurring_costs","months_of_service","total_eligible_recurring_costs","total_one_time_cost","one_time_ineligible_cost","one_time_eligible_costs","one_time_quantity","total_eligible_one_time_costs","pre_discount_extended_eligible_line_item_costs","dis_pct","post_discount_extended_eligible_line_item_costs","post_discount_applicant_share","original_allocation","qty_allocation","ros_square_footage","tribal_type","ros_physical_address_2","form_471_frn_fiber_type_name","form_471_frn_fiber_sub_type_name","count_ros","cat1_discount_by_ros_estimated","POPU_LSA","LOCALE","LOCALE_DESCR","LOCALE_TOP_LEVEL_DESCR","download_speed_mbps","upload_speed_mbps","fcc_speed_benchmark","pop_category","symmetrical_gig","form_471_purpose_name","form_version","connection_directly_school","connection_supports_service","how_many_rows_per_lib","how_many_rows_per_lib_2","how_many_rows_per_lib_3","function_rank","how_many_rows_per_lib_4"
"184",81952,"LA0009",4,"oakdale branch library","library","No","public library","Active","405 E 6th Ave","Oakdale","LA",71463,"2627","Allen","30.8156887","-92.66061479999999","Congressional District 4","Rural","NA","NA","NA","NA",139275,"Allen Parish Libraries","library system","320 6th Street","Oberlin","LA",70655,"Congressional District 4",2022,221031284,2299045291,2299045291.001,"In-Window","Committed","Funded","FCDL Issued","Conterra Ultra Broadband, LLC",143025700,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",1,"Gbps",1,"Gbps","899","0","899","3","2697","12","32364","0","0","0","0","0","32364","0.8","25891.2","6472.8","10788","NA","8500","NA","NA","NA","NA",3,"8630.4",25440,"32","Town Distant","Town",1000,1000,"bandwidth target met","under50",TRUE,"Internet access service that includes a connection from any applicant site directly to the Internet Service Provider","Current","No","Yes",2,2,2,1,2
"185",81952,"LA0009",4,"oakdale branch library","library","No","public library","Active","405 E 6th Ave","Oakdale","LA",71463,"2627","Allen","30.8156887","-92.66061479999999","Congressional District 4","Rural","NA","NA","NA","NA",139275,"Allen Parish Libraries","library system","320 6th Street","Oberlin","LA",70655,"Congressional District 4",2022,221031284,2299045291,2299045291.002,"In-Window","Committed","Funded","FCDL Issued","Conterra Ultra Broadband, LLC",143025700,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",1,"Gbps",1,"Gbps","1349","0","1349","1","1349","12","16188","0","0","0","0","0","16188","0.8","12950.4","3237.6","NA","0.333","8500","NA","NA","NA","NA",3,"4316.8",25440,"32","Town Distant","Town",1000,1000,"bandwidth target met","under50",TRUE,"Internet access service that includes a connection from any applicant site directly to the Internet Service Provider","Current","Yes","No",2,2,2,1,2
"186",84379,"OK0093",3,"bixby library","library","No","public library","Active","20 E Breckenridge Ave","Bixby","OK",74008,"4427","Tulsa","35.941272","-95.883127","Congressional District 1","Urban","NA","NA","NA","NA",140118,"Tulsa City-County Library Sys","library system","400 Civic Ctr","Tulsa","OK",74103,"Congressional District 1",2022,221026086,2299036619,2299036619.001,"In-Window","Committed","Funded","FCDL Issued","OneNet (Oklahoma State Regents)",143015254,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",2,"Gbps",2,"Gbps","1430","0","1430","1","1430","12","17160","0","0","0","0","0","17160","0.9","15444","1716","686.4","1","5280","NA","NA","NA","NA",25,"617.76",651552,"21","Suburban Large","Suburban",2000,2000,"bandwidth target met","over50",TRUE,"Internet access service that includes a connection from any applicant site directly to the Internet Service Provider","Current","Yes","No",2,2,2,1,2
"187",84379,"OK0093",3,"bixby library","library","No","public library","Active","20 E Breckenridge Ave","Bixby","OK",74008,"4427","Tulsa","35.941272","-95.883127","Congressional District 1","Urban","NA","NA","NA","NA",140118,"Tulsa City-County Library Sys","library system","400 Civic Ctr","Tulsa","OK",74103,"Congressional District 1",2022,221026086,2299036622,2299036622.001,"In-Window","Committed","Funded","FCDL Issued","Cox Oklahoma Telcom, LLC",143005575,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",2,"Gbps",2,"Gbps","1980","0","1980","1","1980","12","23760","0","0","0","0","0","23760","0.9","21384","2376","950.4","1","5280","NA","NA","NA","NA",25,"855.36",651552,"21","Suburban Large","Suburban",2000,2000,"bandwidth target met","over50",TRUE,"Internet access service that includes a connection from any applicant site directly to the Internet Service Provider","Current","Yes","No",2,2,2,1,2
"188",84386,"OK0093",25,"south broken arrow library","library","No","public library","Active","3600 S Chestnut Ave","Broken Arrow","OK",74011,"NA","Tulsa","36.0165","-95.818442","Congressional District 1","Urban","NA","NA","NA","NA",140118,"Tulsa City-County Library Sys","library system","400 Civic Ctr","Tulsa","OK",74103,"Congressional District 1",2022,221026086,2299036619,2299036619.001,"In-Window","Committed","Funded","FCDL Issued","OneNet (Oklahoma State Regents)",143015254,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",2,"Gbps",2,"Gbps","1430","0","1430","1","1430","12","17160","0","0","0","0","0","17160","0.9","15444","1716","686.4","1","6100","NA","NA","NA","NA",25,"617.76",651552,"21","Suburban Large","Suburban",2000,2000,"bandwidth target met","over50",TRUE,"Internet access service that includes a connection from any applicant site directly to the Internet Service Provider","Current","Yes","No",2,2,2,1,2
"189",84386,"OK0093",25,"south broken arrow library","library","No","public library","Active","3600 S Chestnut Ave","Broken Arrow","OK",74011,"NA","Tulsa","36.0165","-95.818442","Congressional District 1","Urban","NA","NA","NA","NA",140118,"Tulsa City-County Library Sys","library system","400 Civic Ctr","Tulsa","OK",74103,"Congressional District 1",2022,221026086,2299036622,2299036622.001,"In-Window","Committed","Funded","FCDL Issued","Cox Oklahoma Telcom, LLC",143005575,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",2,"Gbps",2,"Gbps","1980","0","1980","1","1980","12","23760","0","0","0","0","0","23760","0.9","21384","2376","950.4","1","6100","NA","NA","NA","NA",25,"855.36",651552,"21","Suburban Large","Suburban",2000,2000,"bandwidth target met","over50",TRUE,"Internet access service that includes a connection from any applicant site directly to the Internet Service Provider","Current","Yes","No",2,2,2,1,2
"190",84401,"OK0093",4,"broken arrow library","library","No","public library","Active","300 W Broadway Ave","Broken Arrow","OK",74012,"3817","Tulsa","36.053101","-95.793579","Congressional District 1","Urban","NA","NA","NA","NA",140118,"Tulsa City-County Library Sys","library system","400 Civic Ctr","Tulsa","OK",74103,"Congressional District 1",2022,221026086,2299036619,2299036619.001,"In-Window","Committed","Funded","FCDL Issued","OneNet (Oklahoma State Regents)",143015254,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",2,"Gbps",2,"Gbps","1430","0","1430","1","1430","12","17160","0","0","0","0","0","17160","0.9","15444","1716","686.4","1","11500","NA","NA","NA","NA",25,"617.76",651552,"21","Suburban Large","Suburban",2000,2000,"bandwidth target met","over50",TRUE,"Internet access service that includes a connection from any applicant site directly to the Internet Service Provider","Current","Yes","No",2,2,2,1,2
"191",84401,"OK0093",4,"broken arrow library","library","No","public library","Active","300 W Broadway Ave","Broken Arrow","OK",74012,"3817","Tulsa","36.053101","-95.793579","Congressional District 1","Urban","NA","NA","NA","NA",140118,"Tulsa City-County Library Sys","library system","400 Civic Ctr","Tulsa","OK",74103,"Congressional District 1",2022,221026086,2299036622,2299036622.001,"In-Window","Committed","Funded","FCDL Issued","Cox Oklahoma Telcom, LLC",143005575,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",2,"Gbps",2,"Gbps","1980","0","1980","1","1980","12","23760","0","0","0","0","0","23760","0.9","21384","2376","950.4","1","11500","NA","NA","NA","NA",25,"855.36",651552,"21","Suburban Large","Suburban",2000,2000,"bandwidth target met","over50",TRUE,"Internet access service that includes a connection from any applicant site directly to the Internet Service Provider","Current","Yes","No",2,2,2,1,2
"192",84451,"OK0093",6,"collinsville library","library","No","public library","Active","1223 W Main St","Collinsville","OK",74021,"3114","Tulsa","36.364319","-95.840088","Congressional District 1","Rural","NA","NA","NA","NA",140118,"Tulsa City-County Library Sys","library system","400 Civic Ctr","Tulsa","OK",74103,"Congressional District 1",2022,221026086,2299036619,2299036619.001,"In-Window","Committed","Funded","FCDL Issued","OneNet (Oklahoma State Regents)",143015254,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",2,"Gbps",2,"Gbps","1430","0","1430","1","1430","12","17160","0","0","0","0","0","17160","0.9","15444","1716","686.4","1","7872","NA","NA","NA","NA",25,"617.76",651552,"31","Town Fringe","Town",2000,2000,"bandwidth target met","over50",TRUE,"Internet access service that includes a connection from any applicant site directly to the Internet Service Provider","Current","Yes","No",2,2,2,1,2
"193",84451,"OK0093",6,"collinsville library","library","No","public library","Active","1223 W Main St","Collinsville","OK",74021,"3114","Tulsa","36.364319","-95.840088","Congressional District 1","Rural","NA","NA","NA","NA",140118,"Tulsa City-County Library Sys","library system","400 Civic Ctr","Tulsa","OK",74103,"Congressional District 1",2022,221026086,2299036622,2299036622.001,"In-Window","Committed","Funded","FCDL Issued","Cox Oklahoma Telcom, LLC",143005575,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",2,"Gbps",2,"Gbps","1980","0","1980","1","1980","12","23760","0","0","0","0","0","23760","0.9","21384","2376","950.4","1","7872","NA","NA","NA","NA",25,"855.36",651552,"31","Town Fringe","Town",2000,2000,"bandwidth target met","over50",TRUE,"Internet access service that includes a connection from any applicant site directly to the Internet Service Provider","Current","Yes","No",2,2,2,1,2
"194",84484,"OK0093",9,"glenpool library","library","No","public library","Active","730 E 141st St","Glenpool","OK",74033,"3612","Tulsa","35.958985","-95.998595","Congressional District 1","Urban","NA","NA","NA","NA",140118,"Tulsa City-County Library Sys","library system","400 Civic Ctr","Tulsa","OK",74103,"Congressional District 1",2022,221026086,2299036619,2299036619.001,"In-Window","Committed","Funded","FCDL Issued","OneNet (Oklahoma State Regents)",143015254,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",2,"Gbps",2,"Gbps","1430","0","1430","1","1430","12","17160","0","0","0","0","0","17160","0.9","15444","1716","686.4","1","5080","NA","NA","NA","NA",25,"617.76",651552,"21","Suburban Large","Suburban",2000,2000,"bandwidth target met","over50",TRUE,"Internet access service that includes a connection from any applicant site directly to the Internet Service Provider","Current","Yes","No",2,2,2,1,2
"195",84484,"OK0093",9,"glenpool library","library","No","public library","Active","730 E 141st St","Glenpool","OK",74033,"3612","Tulsa","35.958985","-95.998595","Congressional District 1","Urban","NA","NA","NA","NA",140118,"Tulsa City-County Library Sys","library system","400 Civic Ctr","Tulsa","OK",74103,"Congressional District 1",2022,221026086,2299036622,2299036622.001,"In-Window","Committed","Funded","FCDL Issued","Cox Oklahoma Telcom, LLC",143005575,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",2,"Gbps",2,"Gbps","1980","0","1980","1","1980","12","23760","0","0","0","0","0","23760","0.9","21384","2376","950.4","1","5080","NA","NA","NA","NA",25,"855.36",651552,"21","Suburban Large","Suburban",2000,2000,"bandwidth target met","over50",TRUE,"Internet access service that includes a connection from any applicant site directly to the Internet Service Provider","Current","Yes","No",2,2,2,1,2
"196",84491,"OK0093",11,"jenks library","library","No","public library","Active","523 W B St","Jenks","OK",74037,"3713","Tulsa","36.024978","-95.975508","Congressional District 1","Urban","NA","NA","NA","NA",140118,"Tulsa City-County Library Sys","library system","400 Civic Ctr","Tulsa","OK",74103,"Congressional District 1",2022,221026086,2299036619,2299036619.001,"In-Window","Committed","Funded","FCDL Issued","OneNet (Oklahoma State Regents)",143015254,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",2,"Gbps",2,"Gbps","1430","0","1430","1","1430","12","17160","0","0","0","0","0","17160","0.9","15444","1716","686.4","1","5270","NA","NA","NA","NA",25,"617.76",651552,"21","Suburban Large","Suburban",2000,2000,"bandwidth target met","over50",TRUE,"Internet access service that includes a connection from any applicant site directly to the Internet Service Provider","Current","Yes","No",2,2,2,1,2
"197",84491,"OK0093",11,"jenks library","library","No","public library","Active","523 W B St","Jenks","OK",74037,"3713","Tulsa","36.024978","-95.975508","Congressional District 1","Urban","NA","NA","NA","NA",140118,"Tulsa City-County Library Sys","library system","400 Civic Ctr","Tulsa","OK",74103,"Congressional District 1",2022,221026086,2299036622,2299036622.001,"In-Window","Committed","Funded","FCDL Issued","Cox Oklahoma Telcom, LLC",143005575,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",2,"Gbps",2,"Gbps","1980","0","1980","1","1980","12","23760","0","0","0","0","0","23760","0.9","21384","2376","950.4","1","5270","NA","NA","NA","NA",25,"855.36",651552,"21","Suburban Large","Suburban",2000,2000,"bandwidth target met","over50",TRUE,"Internet access service that includes a connection from any applicant site directly to the Internet Service Provider","Current","Yes","No",2,2,2,1,2
"198",84533,"OK0093",15,"owasso library","library","No","public library","Active","103 W Broadway St","Owasso","OK",74055,"NA","Tulsa","36.266433","-95.855655","Congressional District 1","Urban","NA","NA","NA","NA",140118,"Tulsa City-County Library Sys","library system","400 Civic Ctr","Tulsa","OK",74103,"Congressional District 1",2022,221026086,2299036619,2299036619.001,"In-Window","Committed","Funded","FCDL Issued","OneNet (Oklahoma State Regents)",143015254,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",2,"Gbps",2,"Gbps","1430","0","1430","1","1430","12","17160","0","0","0","0","0","17160","0.9","15444","1716","686.4","1","8800","NA","NA","NA","NA",25,"617.76",651552,"21","Suburban Large","Suburban",2000,2000,"bandwidth target met","over50",TRUE,"Internet access service that includes a connection from any applicant site directly to the Internet Service Provider","Current","Yes","No",2,2,2,1,2
"199",84533,"OK0093",15,"owasso library","library","No","public library","Active","103 W Broadway St","Owasso","OK",74055,"NA","Tulsa","36.266433","-95.855655","Congressional District 1","Urban","NA","NA","NA","NA",140118,"Tulsa City-County Library Sys","library system","400 Civic Ctr","Tulsa","OK",74103,"Congressional District 1",2022,221026086,2299036622,2299036622.001,"In-Window","Committed","Funded","FCDL Issued","Cox Oklahoma Telcom, LLC",143005575,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",2,"Gbps",2,"Gbps","1980","0","1980","1","1980","12","23760","0","0","0","0","0","23760","0.9","21384","2376","950.4","1","8800","NA","NA","NA","NA",25,"855.36",651552,"21","Suburban Large","Suburban",2000,2000,"bandwidth target met","over50",TRUE,"Internet access service that includes a connection from any applicant site directly to the Internet Service Provider","Current","Yes","No",2,2,2,1,2
"200",84556,"OK0093",17,"pratt library","library","No","public library","Active","3219 S 113th West Ave","Sand Springs","OK",74063,"NA","Tulsa","36.115608","-96.118451","Congressional District 1","Urban","NA","NA","NA","NA",140118,"Tulsa City-County Library Sys","library system","400 Civic Ctr","Tulsa","OK",74103,"Congressional District 1",2022,221026086,2299036619,2299036619.001,"In-Window","Committed","Funded","FCDL Issued","OneNet (Oklahoma State Regents)",143015254,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",2,"Gbps",2,"Gbps","1430","0","1430","1","1430","12","17160","0","0","0","0","0","17160","0.9","15444","1716","686.4","1","5890","NA","NA","NA","NA",25,"617.76",651552,"21","Suburban Large","Suburban",2000,2000,"bandwidth target met","over50",TRUE,"Internet access service that includes a connection from any applicant site directly to the Internet Service Provider","Current","Yes","No",2,2,2,1,2
"201",84556,"OK0093",17,"pratt library","library","No","public library","Active","3219 S 113th West Ave","Sand Springs","OK",74063,"NA","Tulsa","36.115608","-96.118451","Congressional District 1","Urban","NA","NA","NA","NA",140118,"Tulsa City-County Library Sys","library system","400 Civic Ctr","Tulsa","OK",74103,"Congressional District 1",2022,221026086,2299036622,2299036622.001,"In-Window","Committed","Funded","FCDL Issued","Cox Oklahoma Telcom, LLC",143005575,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",2,"Gbps",2,"Gbps","1980","0","1980","1","1980","12","23760","0","0","0","0","0","23760","0.9","21384","2376","950.4","1","5890","NA","NA","NA","NA",25,"855.36",651552,"21","Suburban Large","Suburban",2000,2000,"bandwidth target met","over50",TRUE,"Internet access service that includes a connection from any applicant site directly to the Internet Service Provider","Current","Yes","No",2,2,2,1,2
"202",84567,"OK0093",16,"charles page library","library","No","public library","Active","551 E 4th","Sand Springs","OK",74063,"NA","Tulsa","36.141682","-96.098679","Congressional District 1","Urban","NA","NA","NA","NA",140118,"Tulsa City-County Library Sys","library system","400 Civic Ctr","Tulsa","OK",74103,"Congressional District 1",2022,221026086,2299036619,2299036619.001,"In-Window","Committed","Funded","FCDL Issued","OneNet (Oklahoma State Regents)",143015254,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",2,"Gbps",2,"Gbps","1430","0","1430","1","1430","12","17160","0","0","0","0","0","17160","0.9","15444","1716","686.4","1","5300","NA","NA","NA","NA",25,"617.76",651552,"21","Suburban Large","Suburban",2000,2000,"bandwidth target met","over50",TRUE,"Internet access service that includes a connection from any applicant site directly to the Internet Service Provider","Current","Yes","No",2,2,2,1,2
"203",84567,"OK0093",16,"charles page library","library","No","public library","Active","551 E 4th","Sand Springs","OK",74063,"NA","Tulsa","36.141682","-96.098679","Congressional District 1","Urban","NA","NA","NA","NA",140118,"Tulsa City-County Library Sys","library system","400 Civic Ctr","Tulsa","OK",74103,"Congressional District 1",2022,221026086,2299036622,2299036622.001,"In-Window","Committed","Funded","FCDL Issued","Cox Oklahoma Telcom, LLC",143005575,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",2,"Gbps",2,"Gbps","1980","0","1980","1","1980","12","23760","0","0","0","0","0","23760","0.9","21384","2376","950.4","1","5300","NA","NA","NA","NA",25,"855.36",651552,"21","Suburban Large","Suburban",2000,2000,"bandwidth target met","over50",TRUE,"Internet access service that includes a connection from any applicant site directly to the Internet Service Provider","Current","Yes","No",2,2,2,1,2
"204",84586,"OK0093",19,"skiatook library","library","No","public library","Active","316 E Rogers Blvd","Skiatook","OK",74070,"1206","Tulsa","36.368286","-95.997986","Congressional District 1","Rural","NA","NA","NA","NA",140118,"Tulsa City-County Library Sys","library system","400 Civic Ctr","Tulsa","OK",74103,"Congressional District 1",2022,221026086,2299036619,2299036619.001,"In-Window","Committed","Funded","FCDL Issued","OneNet (Oklahoma State Regents)",143015254,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",2,"Gbps",2,"Gbps","1430","0","1430","1","1430","12","17160","0","0","0","0","0","17160","0.9","15444","1716","686.4","1","5400","NA","NA","NA","NA",25,"617.76",651552,"31","Town Fringe","Town",2000,2000,"bandwidth target met","over50",TRUE,"Internet access service that includes a connection from any applicant site directly to the Internet Service Provider","Current","Yes","No",2,2,2,1,2
"205",84586,"OK0093",19,"skiatook library","library","No","public library","Active","316 E Rogers Blvd","Skiatook","OK",74070,"1206","Tulsa","36.368286","-95.997986","Congressional District 1","Rural","NA","NA","NA","NA",140118,"Tulsa City-County Library Sys","library system","400 Civic Ctr","Tulsa","OK",74103,"Congressional District 1",2022,221026086,2299036622,2299036622.001,"In-Window","Committed","Funded","FCDL Issued","Cox Oklahoma Telcom, LLC",143005575,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",2,"Gbps",2,"Gbps","1980","0","1980","1","1980","12","23760","0","0","0","0","0","23760","0.9","21384","2376","950.4","1","5400","NA","NA","NA","NA",25,"855.36",651552,"31","Town Fringe","Town",2000,2000,"bandwidth target met","over50",TRUE,"Internet access service that includes a connection from any applicant site directly to the Internet Service Provider","Current","Yes","No",2,2,2,1,2
"206",84595,"OK0093",20,"judy z. kishner library","library","No","public library","Active","10150 N Cincinnati Ave","Sperry","OK",74073,"NA","Tulsa","36.30108","-95.992537","Congressional District 1","Urban","NA","NA","NA","NA",140118,"Tulsa City-County Library Sys","library system","400 Civic Ctr","Tulsa","OK",74103,"Congressional District 1",2022,221026086,2299036619,2299036619.001,"In-Window","Committed","Funded","FCDL Issued","OneNet (Oklahoma State Regents)",143015254,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",2,"Gbps",2,"Gbps","1430","0","1430","1","1430","12","17160","0","0","0","0","0","17160","0.9","15444","1716","686.4","1","5100","NA","NA","NA","NA",25,"617.76",651552,"41","Rural Fringe","Rural",2000,2000,"bandwidth target met","over50",TRUE,"Internet access service that includes a connection from any applicant site directly to the Internet Service Provider","Current","Yes","No",2,2,2,1,2
"207",84595,"OK0093",20,"judy z. kishner library","library","No","public library","Active","10150 N Cincinnati Ave","Sperry","OK",74073,"NA","Tulsa","36.30108","-95.992537","Congressional District 1","Urban","NA","NA","NA","NA",140118,"Tulsa City-County Library Sys","library system","400 Civic Ctr","Tulsa","OK",74103,"Congressional District 1",2022,221026086,2299036622,2299036622.001,"In-Window","Committed","Funded","FCDL Issued","Cox Oklahoma Telcom, LLC",143005575,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",2,"Gbps",2,"Gbps","1980","0","1980","1","1980","12","23760","0","0","0","0","0","23760","0.9","21384","2376","950.4","1","5100","NA","NA","NA","NA",25,"855.36",651552,"41","Rural Fringe","Rural",2000,2000,"bandwidth target met","over50",TRUE,"Internet access service that includes a connection from any applicant site directly to the Internet Service Provider","Current","Yes","No",2,2,2,1,2
"208",84619,"OK0093",28,"kendall-whittier library","library","No","public library","Active","21 S Lewis Ave","Tulsa","OK",74104,"NA","Tulsa","36.158783","-95.957757","Congressional District 1","Urban","NA","NA","NA","NA",140118,"Tulsa City-County Library Sys","library system","400 Civic Ctr","Tulsa","OK",74103,"Congressional District 1",2022,221026086,2299036619,2299036619.001,"In-Window","Committed","Funded","FCDL Issued","OneNet (Oklahoma State Regents)",143015254,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",2,"Gbps",2,"Gbps","1430","0","1430","1","1430","12","17160","0","0","0","0","0","17160","0.9","15444","1716","686.4","1","5300","NA","NA","NA","NA",25,"617.76",651552,"11","City Large","City",2000,2000,"bandwidth target met","over50",TRUE,"Internet access service that includes a connection from any applicant site directly to the Internet Service Provider","Current","Yes","No",2,2,2,1,2
"209",84619,"OK0093",28,"kendall-whittier library","library","No","public library","Active","21 S Lewis Ave","Tulsa","OK",74104,"NA","Tulsa","36.158783","-95.957757","Congressional District 1","Urban","NA","NA","NA","NA",140118,"Tulsa City-County Library Sys","library system","400 Civic Ctr","Tulsa","OK",74103,"Congressional District 1",2022,221026086,2299036622,2299036622.001,"In-Window","Committed","Funded","FCDL Issued","Cox Oklahoma Telcom, LLC",143005575,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",2,"Gbps",2,"Gbps","1980","0","1980","1","1980","12","23760","0","0","0","0","0","23760","0.9","21384","2376","950.4","1","5300","NA","NA","NA","NA",25,"855.36",651552,"11","City Large","City",2000,2000,"bandwidth target met","over50",TRUE,"Internet access service that includes a connection from any applicant site directly to the Internet Service Provider","Current","Yes","No",2,2,2,1,2
"210",84628,"OK0093",5,"brookside library","library","No","public library","Active","1207 E 45th Pl","Tulsa","OK",74105,"4508","Tulsa","36.098694","-95.976685","Congressional District 1","Urban","NA","NA","NA","NA",140118,"Tulsa City-County Library Sys","library system","400 Civic Ctr","Tulsa","OK",74103,"Congressional District 1",2022,221026086,2299036619,2299036619.001,"In-Window","Committed","Funded","FCDL Issued","OneNet (Oklahoma State Regents)",143015254,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",2,"Gbps",2,"Gbps","1430","0","1430","1","1430","12","17160","0","0","0","0","0","17160","0.9","15444","1716","686.4","1","7200","NA","NA","NA","NA",25,"617.76",651552,"11","City Large","City",2000,2000,"bandwidth target met","over50",TRUE,"Internet access service that includes a connection from any applicant site directly to the Internet Service Provider","Current","Yes","No",2,2,2,1,2
"211",84628,"OK0093",5,"brookside library","library","No","public library","Active","1207 E 45th Pl","Tulsa","OK",74105,"4508","Tulsa","36.098694","-95.976685","Congressional District 1","Urban","NA","NA","NA","NA",140118,"Tulsa City-County Library Sys","library system","400 Civic Ctr","Tulsa","OK",74103,"Congressional District 1",2022,221026086,2299036622,2299036622.001,"In-Window","Committed","Funded","FCDL Issued","Cox Oklahoma Telcom, LLC",143005575,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",2,"Gbps",2,"Gbps","1980","0","1980","1","1980","12","23760","0","0","0","0","0","23760","0.9","21384","2376","950.4","1","7200","NA","NA","NA","NA",25,"855.36",651552,"11","City Large","City",2000,2000,"bandwidth target met","over50",TRUE,"Internet access service that includes a connection from any applicant site directly to the Internet Service Provider","Current","Yes","No",2,2,2,1,2
"212",84633,"OK0093",18,"rudisill regional library","library","No","public library","Active","1520 N Hartford Ave","Tulsa","OK",74106,"NA","Tulsa","36.170624","-95.984734","Congressional District 1","Urban","NA","NA","NA","NA",140118,"Tulsa City-County Library Sys","library system","400 Civic Ctr","Tulsa","OK",74103,"Congressional District 1",2022,221026086,2299036619,2299036619.001,"In-Window","Committed","Funded","FCDL Issued","OneNet (Oklahoma State Regents)",143015254,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",2,"Gbps",2,"Gbps","1430","0","1430","1","1430","12","17160","0","0","0","0","0","17160","0.9","15444","1716","686.4","1","20244","NA","NA","NA","NA",25,"617.76",651552,"11","City Large","City",2000,2000,"bandwidth target met","over50",TRUE,"Internet access service that includes a connection from any applicant site directly to the Internet Service Provider","Current","Yes","No",2,2,2,1,2
"213",84633,"OK0093",18,"rudisill regional library","library","No","public library","Active","1520 N Hartford Ave","Tulsa","OK",74106,"NA","Tulsa","36.170624","-95.984734","Congressional District 1","Urban","NA","NA","NA","NA",140118,"Tulsa City-County Library Sys","library system","400 Civic Ctr","Tulsa","OK",74103,"Congressional District 1",2022,221026086,2299036622,2299036622.001,"In-Window","Committed","Funded","FCDL Issued","Cox Oklahoma Telcom, LLC",143005575,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",2,"Gbps",2,"Gbps","1980","0","1980","1","1980","12","23760","0","0","0","0","0","23760","0.9","21384","2376","950.4","1","20244","NA","NA","NA","NA",25,"855.36",651552,"11","City Large","City",2000,2000,"bandwidth target met","over50",TRUE,"Internet access service that includes a connection from any applicant site directly to the Internet Service Provider","Current","Yes","No",2,2,2,1,2
"214",84650,"OK0093",21,"zarrow  regional library","library","No","public library","Active","2224 W 51st Street","Tulsa","OK",74107,"7748","Tulsa","36.089484","-96.017744","Congressional District 1","Urban","NA","NA","NA","NA",140118,"Tulsa City-County Library Sys","library system","400 Civic Ctr","Tulsa","OK",74103,"Congressional District 1",2022,221026086,2299036619,2299036619.001,"In-Window","Committed","Funded","FCDL Issued","OneNet (Oklahoma State Regents)",143015254,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",2,"Gbps",2,"Gbps","1430","0","1430","1","1430","12","17160","0","0","0","0","0","17160","0.9","15444","1716","686.4","1","15051","NA","NA","NA","NA",25,"617.76",651552,"11","City Large","City",2000,2000,"bandwidth target met","over50",TRUE,"Internet access service that includes a connection from any applicant site directly to the Internet Service Provider","Current","Yes","No",2,2,2,1,2
