"","ros_entity_number","FSCSKEY","FSCS_SEQ","ros_entity_name","ros_entity_type","is_school_library_independent","ros_subtype","ros_status","ros_physical_address","ros_physical_city","ros_physical_state","ros_physical_zipcode","ros_physical_zipcode_ext","ros_physical_county","ros_latitude","ros_longitude","ros_congressional_district","ros_urban_rural_status","ros_number_of_full_time_students","ros_total_number_of_part_time_students","ros_peak_number_of_part_time_students","ros_number_of_nslp_students","billed_entity_number","organization_name","organization_entity_type_name","org_address1","org_city","org_state","org_zipcode","org_congressional_district","funding_year","application_number","funding_request_number","form_471_line_item_number","is_certified_in_window","form_471_status_name","form_471_frn_status_name","pending_reason","spin_name","spin_number","chosen_category_of_service","form_471_service_type_name","form_471_function_name","form_471_product_name","upload_speed","form_471_upload_speed_unit_name","download_speed","form_471_download_speed_unit_name","total_monthly_cost","monthly_recur_ineligible_cost","monthly_recurring_unit_eligible_costs","monthly_quantity","total_monthly_eligible_recurring_costs","months_of_service","total_eligible_recurring_costs","total_one_time_cost","one_time_ineligible_cost","one_time_eligible_costs","one_time_quantity","total_eligible_one_time_costs","pre_discount_extended_eligible_line_item_costs","dis_pct","post_discount_extended_eligible_line_item_costs","post_discount_applicant_share","ros_square_footage","qty_allocation","tribal_type","form_471_frn_fiber_type_name","form_471_frn_fiber_sub_type_name","ros_physical_address_2","original_allocation","count_ros","cat1_discount_by_ros_estimated","cat2_discount_by_ros","MOST_RECENT_PLS","form_471_purpose_name","form_version","connection_directly_school","connection_supports_service","download_speed_mbps","upload_speed_mbps","speed_tier","gigabit_binary","POPU_LSA","LOCALE_ADD","LOCALE","LOCALE_ADD_DESCR","LOCALE_TOP_LEVEL_DESCR","speed_benchmark","pop_category","count_ents"
"191",124257,"NY0230",2,"poughkeepsie public library district","library","No","main branch, public library","Active","93 Market St","Poughkeepsie","NY",12601,4029,"Dutchess",41.700576,-73.930226,"Congressional District 18","Urban",NA,NA,NA,NA,17031383,"Poughkeepsie Public Library District","library system","93 Market Street","Poughkeepsie","NY",12601,"Congressional District 18",2022,221033092,2299053923,2299053923.003,"In-Window","Committed","Funded","FCDL Issued","Crown Castle Fiber LLC",143005274,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",200,"Mbps",200,"Mbps",400,0,400,3,1200,12,14400,0,0,0,0,0,14400,0.9,12960,1440,42000,1,NA,NA,NA,NA,4800,3,4320,NA,2020,"Internet access service that includes a connection from any applicant site directly to the Internet Service Provider","Current","Yes","No",200,200,"served_not_gigabit","not_gigabit",75135,NA,13,"City Small","City","bandwidth target not met","over50",2
"192",124257,"NY0230",2,"poughkeepsie public library district","library","No","main branch, public library","Active","93 Market St","Poughkeepsie","NY",12601,4029,"Dutchess",41.700576,-73.930226,"Congressional District 18","Urban",NA,NA,NA,NA,17031383,"Poughkeepsie Public Library District","library system","93 Market Street","Poughkeepsie","NY",12601,"Congressional District 18",2022,221033092,2299053964,2299053964.001,"In-Window","Committed","Funded","FCDL Issued","Verizon New York Inc.",143001359,"Category1","Data Transmission and/or Internet Access","Fiber","OC-1",51.48,"Mbps",51.48,"Mbps",85,0,85,1,85,12,1020,0,0,0,0,0,1020,0.9,918,102,42000,1,NA,NA,NA,NA,1020,1,918,NA,2020,"Internet access service that includes a connection from any applicant site directly to the Internet Service Provider","Current","Yes","No",51.48,51.48,"underserved","not_gigabit",75135,NA,13,"City Small","City","bandwidth target not met","over50",2
"193",11498,"NY0562",66,"ravenswood branch library","library","No","public library","Active","3532 21st St","Long Is City","NY",11106,4708,"Queens",40.7606871,-73.9364173,"Congressional District 12","Urban",NA,NA,NA,NA,123813,"Queens Borough Public Library","library system","8911 Merrick Blvd","Jamaica","NY",11432,"Congressional District 5",2022,221023802,2299032502,2299032502.001,"In-Window","Committed","Funded","FCDL Issued","Verizon New Jersey Inc",143001362,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",500,"Mbps",500,"Mbps",693,0,693,66,45738,12,548856,0,0,0,0,0,548856,0.9,493970.4,54885.6,3200,NA,NA,NA,NA,NA,8443.94,65,7599.54461538462,NA,2020,"Data Connection between two or more sites entirely within the applicant’s network","Current","No","Yes",500,500,"served_not_gigabit","not_gigabit",2230722,NA,11,"City Large","City","bandwidth target not met","over50",2
"194",11498,"NY0562",66,"ravenswood branch library","library","No","public library","Active","3532 21st St","Long Is City","NY",11106,4708,"Queens",40.7606871,-73.9364173,"Congressional District 12","Urban",NA,NA,NA,NA,123813,"Queens Borough Public Library","library system","8911 Merrick Blvd","Jamaica","NY",11432,"Congressional District 5",2022,221023802,2299032507,2299032507.001,"In-Window","Committed","Funded","FCDL Issued","Verizon Business Global LLC",143001197,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",10,"Gbps",10,"Gbps",5559.5,0,5559.5,1,5559.5,12,66714,0,0,0,1,0,66714,0.9,60042.6,6671.4,3200,NA,NA,NA,NA,NA,1010.82,66,909.736363636364,NA,2020,"Internet access service that includes a connection from any applicant site directly to the Internet Service Provider","Current","No","Yes",10000,10000,"gigabit","gigabit",2230722,NA,11,"City Large","City","bandwidth target met","over50",2
"195",11498,"NY0562",66,"ravenswood branch library","library","No","public library","Active","3532 21st St","Long Is City","NY",11106,4708,"Queens",40.7606871,-73.9364173,"Congressional District 12","Urban",NA,NA,NA,NA,123813,"Queens Borough Public Library","library system","8911 Merrick Blvd","Jamaica","NY",11432,"Congressional District 5",2022,221023802,2299032507,2299032507.003,"In-Window","Committed","Funded","FCDL Issued","Verizon Business Global LLC",143001197,"Category1","Data Transmission and/or Internet Access","Other","Other",10,"Gbps",10,"Gbps",1234,0,1234,1,1234,12,14808,0,0,0,0,0,14808,0.9,13327.2,1480.8,3200,0.01,NA,NA,NA,NA,224.36,66,201.927272727273,NA,2020,"Internet access service that includes a connection from any applicant site directly to the Internet Service Provider","Current","Yes","No",10000,10000,"gigabit","gigabit",2230722,NA,11,"City Large","City","bandwidth target met","over50",2
"196",16041558,"NY0562",66,"long island city library","library","No","public library","Active","3744 21st St","Long Island City","NY",11101,3500,"Queens",40.7578145,-73.9393048,"Congressional District 12","Urban",NA,NA,NA,NA,123813,"Queens Borough Public Library","library system","8911 Merrick Blvd","Jamaica","NY",11432,"Congressional District 5",2022,221023802,2299032502,2299032502.001,"In-Window","Committed","Funded","FCDL Issued","Verizon New Jersey Inc",143001362,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",500,"Mbps",500,"Mbps",693,0,693,66,45738,12,548856,0,0,0,0,0,548856,0.9,493970.4,54885.6,18000,NA,NA,NA,NA,NA,8443.94,65,7599.54461538462,NA,2020,"Data Connection between two or more sites entirely within the applicant’s network","Current","No","Yes",500,500,"served_not_gigabit","not_gigabit",2230722,NA,11,"City Large","City","bandwidth target not met","over50",2
"197",16041558,"NY0562",66,"long island city library","library","No","public library","Active","3744 21st St","Long Island City","NY",11101,3500,"Queens",40.7578145,-73.9393048,"Congressional District 12","Urban",NA,NA,NA,NA,123813,"Queens Borough Public Library","library system","8911 Merrick Blvd","Jamaica","NY",11432,"Congressional District 5",2022,221023802,2299032507,2299032507.001,"In-Window","Committed","Funded","FCDL Issued","Verizon Business Global LLC",143001197,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",10,"Gbps",10,"Gbps",5559.5,0,5559.5,1,5559.5,12,66714,0,0,0,1,0,66714,0.9,60042.6,6671.4,18000,NA,NA,NA,NA,NA,1010.82,66,909.736363636364,NA,2020,"Internet access service that includes a connection from any applicant site directly to the Internet Service Provider","Current","No","Yes",10000,10000,"gigabit","gigabit",2230722,NA,11,"City Large","City","bandwidth target met","over50",2
"198",16041558,"NY0562",66,"long island city library","library","No","public library","Active","3744 21st St","Long Island City","NY",11101,3500,"Queens",40.7578145,-73.9393048,"Congressional District 12","Urban",NA,NA,NA,NA,123813,"Queens Borough Public Library","library system","8911 Merrick Blvd","Jamaica","NY",11432,"Congressional District 5",2022,221023802,2299032507,2299032507.003,"In-Window","Committed","Funded","FCDL Issued","Verizon Business Global LLC",143001197,"Category1","Data Transmission and/or Internet Access","Other","Other",10,"Gbps",10,"Gbps",1234,0,1234,1,1234,12,14808,0,0,0,0,0,14808,0.9,13327.2,1480.8,18000,0.01,NA,NA,NA,NA,224.37,66,201.927272727273,NA,2020,"Internet access service that includes a connection from any applicant site directly to the Internet Service Provider","Current","Yes","No",10000,10000,"gigabit","gigabit",2230722,NA,11,"City Large","City","bandwidth target met","over50",2
"199",123898,"NY0646",2,"bayport-blue point pub library","library","Yes","public library","Active","203 Blue Point Ave","Blue Point","NY",11715,1217,"Suffolk",40.749683,-73.035954,"Congressional District 1","Urban",NA,NA,NA,NA,123894,"Suffolk Coop Library System","consortium","627 North Sunrise Service Road","Bellport","NY",11713,"Congressional District 1",2022,221025117,2299035010,2299035010.001,"In-Window","Committed","Funded","FCDL Issued","Crown Castle Fiber LLC",143005274,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",10,"Gbps",10,"Gbps",3980,0,3980,60,238800,12,2865600,0,0,0,0,0,2865600,0.58,1662048,1203552,12800,1,NA,NA,NA,NA,47760,60,27700.8,NA,2020,"Internet access service that includes a connection from any applicant site directly to the Internet Service Provider","Current","Yes","No",10000,10000,"gigabit","gigabit",13965,NA,21,"Suburban Large","Suburban","bandwidth target met","under50",2
"200",17031538,"NY0646",2,"bay port-blue point public library","library","Yes","public library","Active","186 Middle Rd","Blue Point","NY",11715,1932,"Suffolk",40.743182,-73.035289,"Congressional District 1","Urban",NA,NA,NA,NA,123894,"Suffolk Coop Library System","consortium","627 North Sunrise Service Road","Bellport","NY",11713,"Congressional District 1",2022,221025117,2299035015,2299035015.001,"In-Window","Committed","Funded","FCDL Issued","Crown Castle Fiber LLC",143005274,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",10,"Gbps",10,"Gbps",2650,0,2650,6,15900,12,190800,0,0,0,0,0,190800,0.58,110664,80136,26000,1.2,NA,NA,NA,NA,NA,5,22132.8,NA,2020,"Internet access service that includes a connection from any applicant site directly to the Internet Service Provider","Current","Yes","No",10000,10000,"gigabit","gigabit",13965,NA,21,"Suburban Large","Suburban","bandwidth target met","under50",2
"201",17026811,"OH0002",21,"bookmobile #1","library","No","bookmobile, public library","Active","60 South High Street","Akron","OH",44326,NA,"Summit",41.082837,-81.51682,"Congressional District 11","Urban",NA,NA,NA,NA,129577,"Akron-Summit Co Public Library","library system","60 South High Street","Akron","OH",44326,"Congressional District 11",2022,221025082,2299034936,2299034936.001,"In-Window","Committed","Funded","FCDL Issued","Verizon Wireless (Cellco Partnership)",143000677,"Category1","Data Transmission and/or Internet Access","Wireless","Wireless data service",100,"Gbps",100,"Gbps",30.09,0,30.09,3,90.27,12,1083.24,0,0,0,0,0,1083.24,0.9,974.916,108.32,85,1,NA,NA,NA,NA,NA,3,324.972,NA,2020,"Internet access service that includes a connection from any applicant site directly to the Internet Service Provider","Current","Yes","No",1e+05,1e+05,"gigabit","gigabit",377588,NA,12,"City Midsize","City","bandwidth target met","over50",3
"202",17026813,"OH0002",21,"bookmobile #2","library","No","bookmobile, public library","Active","60 South High Street","Akron","OH",44326,NA,"Summit",41.082837,-81.51682,"Congressional District 11","Urban",NA,NA,NA,NA,129577,"Akron-Summit Co Public Library","library system","60 South High Street","Akron","OH",44326,"Congressional District 11",2022,221025082,2299034936,2299034936.001,"In-Window","Committed","Funded","FCDL Issued","Verizon Wireless (Cellco Partnership)",143000677,"Category1","Data Transmission and/or Internet Access","Wireless","Wireless data service",100,"Gbps",100,"Gbps",30.09,0,30.09,3,90.27,12,1083.24,0,0,0,0,0,1083.24,0.9,974.916,108.32,110,1,NA,NA,NA,NA,NA,3,324.972,NA,2020,"Internet access service that includes a connection from any applicant site directly to the Internet Service Provider","Current","Yes","No",1e+05,1e+05,"gigabit","gigabit",377588,NA,12,"City Midsize","City","bandwidth target met","over50",3
"203",17026814,"OH0002",21,"bookmobile #3 - van","library","No","bookmobile, public library","Active","60 South High Street","Akron","OH",44326,NA,"Summit",41.082837,-81.51682,"Congressional District 11","Urban",NA,NA,NA,NA,129577,"Akron-Summit Co Public Library","library system","60 South High Street","Akron","OH",44326,"Congressional District 11",2022,221025082,2299034936,2299034936.001,"In-Window","Committed","Funded","FCDL Issued","Verizon Wireless (Cellco Partnership)",143000677,"Category1","Data Transmission and/or Internet Access","Wireless","Wireless data service",100,"Gbps",100,"Gbps",30.09,0,30.09,3,90.27,12,1083.24,0,0,0,0,0,1083.24,0.9,974.916,108.32,112,1,NA,NA,NA,NA,NA,3,324.972,NA,2020,"Internet access service that includes a connection from any applicant site directly to the Internet Service Provider","Current","Yes","No",1e+05,1e+05,"gigabit","gigabit",377588,NA,12,"City Midsize","City","bandwidth target met","over50",3
"204",17003692,"OH0040",2,"cardington branch","library","No","main branch, public library","Active","128 E Main St","Cardington","OH",43315,1116,"Morrow",40.5005588,-82.8931999,"Congressional District 12","Rural",NA,NA,NA,NA,17000247,"Ohio Public Library Information Network","consortium","2323 W. Fifth Ave, Ste 130","Columbus","OH",43204,"Congressional District 15",2022,221011860,2299014182,2299014182.001,"In-Window","Committed","Funded","FCDL Issued","Charter Communications Operating, LLC",143050436,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",100,"Mbps",100,"Mbps",407,0,407,67,27269,12,327228,0,0,0,0,0,327228,0.68,222515.04,104712.96,8000,1,NA,NA,NA,NA,4884,67,3321.12,NA,2020,"Data connection(s) for an applicant’s hub site to an Internet Service Provider or state/regional network where Internet access service is billed separately","Current","Yes","No",100,100,"served_not_gigabit","not_gigabit",6516,NA,42,"Rural Distant","Rural","bandwidth target met","under50",2
"205",17003692,"OH0040",2,"cardington branch","library","No","main branch, public library","Active","128 E Main St","Cardington","OH",43315,1116,"Morrow",40.5005588,-82.8931999,"Congressional District 12","Rural",NA,NA,NA,NA,17000247,"Ohio Public Library Information Network","consortium","2323 W. Fifth Ave, Ste 130","Columbus","OH",43204,"Congressional District 15",2022,221020436,2299026869,2299026869.001,"In-Window","Committed","Funded","FCDL Issued","State of Ohio Department of Administrative Services",143003831,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",20,"Gbps",20,"Gbps",63624.93,14886.29,48738.64,1,48738.64,12,584863.68,0,0,0,0,0,584863.68,0.7,409404.576,175459.1,8000,0.005,NA,NA,NA,NA,NA,174,2352.89986206897,NA,2020,"Internet access service with no circuit (data circuit to ISP state/regional network is billed separately)","Current","Yes","No",20000,20000,"gigabit","gigabit",6516,NA,42,"Rural Distant","Rural","bandwidth target met","under50",2
"206",17031991,"OH0040",2,"cardington bookmobile","library","No","bookmobile, public library","Active","128 E Main St","Cardington","OH",43315,1116,"Morrow",40.500567,-82.893216,"Congressional District 12","Rural",NA,NA,NA,NA,17000247,"Ohio Public Library Information Network","consortium","2323 W. Fifth Ave, Ste 130","Columbus","OH",43204,"Congressional District 15",2022,221020436,2299026869,2299026869.001,"In-Window","Committed","Funded","FCDL Issued","State of Ohio Department of Administrative Services",143003831,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",20,"Gbps",20,"Gbps",63624.93,14886.29,48738.64,1,48738.64,12,584863.68,0,0,0,0,0,584863.68,0.7,409404.576,175459.1,55,0.005,NA,NA,NA,NA,NA,174,2352.89986206897,NA,2020,"Internet access service with no circuit (data circuit to ISP state/regional network is billed separately)","Current","Yes","No",20000,20000,"gigabit","gigabit",6516,NA,42,"Rural Distant","Rural","bandwidth target met","under50",2
"207",225372,"OH0051",2,"main library complex","library","No","main branch, public library","Active","325 Superior Ave.","Cleveland","OH",44114,NA,"Cuyahoga",41.513028,-81.663701,"Congressional District 11","Urban",NA,NA,NA,NA,147807,"Cleveland Public Library","library system","325 Superior Avenue","Cleveland","OH",44114,"Congressional District 11",2022,221005414,2299005586,2299005586.001,"In-Window","Committed","Funded","FCDL Issued","The Ohio Bell Telephone Company",143001688,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",100,"Mbps",100,"Mbps",490,0,490,26,12740,12,152880,0,0,0,0,0,152880,0.9,137592,15288,529204,NA,NA,NA,NA,NA,5271.72,29,4744.55172413793,NA,2020,"Data Connection between two or more sites entirely within the applicant’s network","Current","No","Yes",100,100,"served_not_gigabit","not_gigabit",398453,NA,11,"City Large","City","bandwidth target not met","over50",2
"208",225375,"OH0051",2,"public administration library","library","No","public library","Active","325 Superior Ave.","Cleveland","OH",44114,NA,"Cuyahoga",41.513028,-81.663701,"Congressional District 11","Urban",NA,NA,NA,NA,147807,"Cleveland Public Library","library system","325 Superior Avenue","Cleveland","OH",44114,"Congressional District 11",2022,221005414,2299005586,2299005586.001,"In-Window","Committed","Funded","FCDL Issued","The Ohio Bell Telephone Company",143001688,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",100,"Mbps",100,"Mbps",490,0,490,26,12740,12,152880,0,0,0,0,0,152880,0.9,137592,15288,4028,NA,NA,NA,NA,NA,5271.72,29,4744.55172413793,NA,2020,"Data Connection between two or more sites entirely within the applicant’s network","Current","No","Yes",100,100,"served_not_gigabit","not_gigabit",398453,NA,11,"City Large","City","bandwidth target not met","over50",2
"209",225372,"OH0051",2,"main library complex","library","No","main branch, public library","Active","325 Superior Ave.","Cleveland","OH",44114,NA,"Cuyahoga",41.513028,-81.663701,"Congressional District 11","Urban",NA,NA,NA,NA,17000247,"Ohio Public Library Information Network","consortium","2323 W. Fifth Ave, Ste 130","Columbus","OH",43204,"Congressional District 15",2022,221011860,2299014057,2299014057.005,"In-Window","Committed","Funded","FCDL Issued","The Ohio Bell Telephone Company",143001688,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",2,"Gbps",2,"Gbps",535,0,535,2,1070,12,12840,0,0,0,0,0,12840,0.68,8731.2,4108.8,529204,NA,NA,NA,NA,NA,6420,2,4365.6,NA,2020,"Data connection(s) for an applicant’s hub site to an Internet Service Provider or state/regional network where Internet access service is billed separately","Current","No","Yes",2000,2000,"gigabit","gigabit",398453,NA,11,"City Large","City","bandwidth target met","over50",2
"210",225372,"OH0051",2,"main library complex","library","No","main branch, public library","Active","325 Superior Ave.","Cleveland","OH",44114,NA,"Cuyahoga",41.513028,-81.663701,"Congressional District 11","Urban",NA,NA,NA,NA,17000247,"Ohio Public Library Information Network","consortium","2323 W. Fifth Ave, Ste 130","Columbus","OH",43204,"Congressional District 15",2022,221020436,2299026869,2299026869.001,"In-Window","Committed","Funded","FCDL Issued","State of Ohio Department of Administrative Services",143003831,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",20,"Gbps",20,"Gbps",63624.93,14886.29,48738.64,1,48738.64,12,584863.68,0,0,0,0,0,584863.68,0.7,409404.576,175459.1,529204,0.005,NA,NA,NA,NA,NA,174,2352.89986206897,NA,2020,"Internet access service with no circuit (data circuit to ISP state/regional network is billed separately)","Current","Yes","No",20000,20000,"gigabit","gigabit",398453,NA,11,"City Large","City","bandwidth target met","over50",2
"211",47820,"OH0051",32,"library for blind/phys handi","library","No","public library","Active","17121 Lake Shore Blvd","Cleveland","OH",44110,4006,"Cuyahoga",41.5807209,-81.5608023,"Congressional District 11","Urban",NA,NA,NA,NA,147807,"Cleveland Public Library","library system","325 Superior Avenue","Cleveland","OH",44114,"Congressional District 11",2022,221005414,2299005586,2299005586.001,"In-Window","Committed","Funded","FCDL Issued","The Ohio Bell Telephone Company",143001688,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",100,"Mbps",100,"Mbps",490,0,490,26,12740,12,152880,0,0,0,0,0,152880,0.9,137592,15288,21987,NA,NA,NA,NA,NA,5271.72,29,4744.55172413793,NA,2020,"Data Connection between two or more sites entirely within the applicant’s network","Current","No","Yes",100,100,"served_not_gigabit","not_gigabit",398453,NA,11,"City Large","City","bandwidth target not met","over50",2
"212",47821,"OH0051",32,"memorial-nottingham library","library","No","public library","Active","17109 Lake Shore Blvd","Cleveland","OH",44110,4006,"Cuyahoga",41.5828345,-81.5617886,"Congressional District 11","Urban",NA,NA,NA,NA,147807,"Cleveland Public Library","library system","325 Superior Avenue","Cleveland","OH",44114,"Congressional District 11",2022,221005414,2299005586,2299005586.001,"In-Window","Committed","Funded","FCDL Issued","The Ohio Bell Telephone Company",143001688,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",100,"Mbps",100,"Mbps",490,0,490,26,12740,12,152880,0,0,0,0,0,152880,0.9,137592,15288,15000,NA,NA,NA,NA,NA,5271.72,29,4744.55172413793,NA,2020,"Data Connection between two or more sites entirely within the applicant’s network","Current","No","Yes",100,100,"served_not_gigabit","not_gigabit",398453,NA,11,"City Large","City","bandwidth target not met","over50",2
"213",17031918,"OH0063",10,"new huber heights branch library","library","No","public library","Active","6243 Brandt Pike","Huber Heights","OH",45424,NA,"Montgomery",39.843328,-84.116226,"Congressional District 10","Urban",NA,NA,NA,NA,129972,"Dayton Metro Library","library system","215 E 3rd St","Dayton","OH",45402,"Congressional District 10",2022,221028326,2299040197,2299040197.001,"In-Window","Committed","Funded","FCDL Issued","Charter Communications Operating, LLC",143050436,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",1,"Gbps",1,"Gbps",510,0,510,2,1020,12,12240,0,0,0,0,0,12240,0.9,11016,1224,21745,NA,NA,NA,NA,NA,6120,2,5508,NA,2020,"Data Connection between two or more sites entirely within the applicant’s network","Current","No","Yes",1000,1000,"gigabit","gigabit",458677,NA,21,"Suburban Large","Suburban","bandwidth target met","over50",2
"214",50420,"OH0063",10,"huber heights branch library","library","No","public library","Active","6363 Brandt Pike","Dayton","OH",45424,4020,"Montgomery",39.84481,-84.115504,"Congressional District 10","Urban",NA,NA,NA,NA,129972,"Dayton Metro Library","library system","215 E 3rd St","Dayton","OH",45402,"Congressional District 10",2022,221028326,2299040314,2299040314.001,"In-Window","Committed","Funded","FCDL Issued","Charter Communications Operating, LLC",143050436,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",1,"Gbps",1,"Gbps",1080,0,1080,2,2160,12,25920,0,0,0,0,0,25920,0.9,23328,2592,21745,NA,NA,NA,NA,NA,12960,2,11664,NA,2020,"Data Connection between two or more sites entirely within the applicant’s network","Current","No","Yes",1000,1000,"gigabit","gigabit",458677,NA,21,"Suburban Large","Suburban","bandwidth target met","over50",2
"215",17026755,"OH0063",15,"new northmont branch","library","No","public library","Active","700 W National Rd","Englewood","OH",45322,NA,"Montgomery",39.876141,-84.317233,"Congressional District 10","Urban",NA,NA,NA,NA,129972,"Dayton Metro Library","library system","215 E 3rd St","Dayton","OH",45402,"Congressional District 10",2022,221005418,2299005591,2299005591.001,"In-Window","Committed","Funded","FCDL Issued","Charter Communications Operating, LLC",143050436,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",1,"Gbps",1,"Gbps",255,0,255,22,5610,12,67320,0,0,0,0,0,67320,0.9,60588,6732,19708,NA,NA,NA,NA,NA,NA,11,5508,NA,2020,"Data Connection between two or more sites entirely within the applicant’s network","Current","No","Yes",1000,1000,"gigabit","gigabit",458677,NA,21,"Suburban Large","Suburban","bandwidth target met","over50",2
"216",50118,"OH0063",15,"northmont branch library","library","No","public library","Active","333 W National Rd","Englewood","OH",45322,1402,"Montgomery",39.877939,-84.307337,"Congressional District 10","Urban",NA,NA,NA,NA,129972,"Dayton Metro Library","library system","215 E 3rd St","Dayton","OH",45402,"Congressional District 10",2022,221028326,2299040314,2299040314.001,"In-Window","Committed","Funded","FCDL Issued","Charter Communications Operating, LLC",143050436,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",1,"Gbps",1,"Gbps",1080,0,1080,2,2160,12,25920,0,0,0,0,0,25920,0.9,23328,2592,11550,NA,NA,NA,NA,NA,12960,2,11664,NA,2020,"Data Connection between two or more sites entirely within the applicant’s network","Current","No","Yes",1000,1000,"gigabit","gigabit",458677,NA,21,"Suburban Large","Suburban","bandwidth target met","over50",2
"217",17001765,"OH0141",2,"medina county district library  main","library","No","main branch, public library","Active","210 South Broadway Street","Medina","OH",44256,NA,"Medina",41.1376659,-81.862206,"Congressional District 16","Urban",NA,NA,NA,NA,129550,"Medina County District Library","library system","210 S Broadway St","Medina","OH",44256,"Congressional District 16",2022,221027417,2299038870,2299038870.002,"In-Window","Committed","Funded","FCDL Issued","Fusion, LLC",143015263,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",400,"Mbps",400,"Mbps",1158.33,0,1158.33,1,1158.33,12,13899.96,0,0,0,0,0,13899.96,0.5,6949.98,6949.98,76000,1,NA,NA,NA,NA,13899.96,1,6949.98,NA,2020,"Internet access service that includes a connection from any applicant site directly to the Internet Service Provider","Current","Yes","No",400,400,"served_not_gigabit","not_gigabit",145137,NA,21,"Suburban Large","Suburban","bandwidth target not met","over50",2
"218",17001765,"OH0141",2,"medina county district library  main","library","No","main branch, public library","Active","210 South Broadway Street","Medina","OH",44256,NA,"Medina",41.1376659,-81.862206,"Congressional District 16","Urban",NA,NA,NA,NA,129550,"Medina County District Library","library system","210 S Broadway St","Medina","OH",44256,"Congressional District 16",2022,221027417,2299038870,2299038870.004,"In-Window","Committed","Funded","FCDL Issued","Fusion, LLC",143015263,"Category1","Data Transmission and/or Internet Access","Other","Other",400,"Mbps",400,"Mbps",575,0,575,1,575,12,6900,0,0,0,0,0,6900,0.5,3450,3450,76000,1,NA,NA,NA,NA,6900,1,3450,NA,2020,"Internet access service that includes a connection from any applicant site directly to the Internet Service Provider","Current","Yes","No",400,400,"served_not_gigabit","not_gigabit",145137,NA,21,"Suburban Large","Suburban","bandwidth target not met","over50",2
"219",17001766,"OH0141",2,"medina county district library - kiosk","library","No","kiosk, public library","Active","210 South Broadway Street","Medina","OH",44256,NA,"Medina",41.1376659,-81.862206,"Congressional District 16","Urban",NA,NA,NA,NA,129550,"Medina County District Library","library system","210 S Broadway St","Medina","OH",44256,"Congressional District 16",2022,221027417,2299038814,2299038814.001,"In-Window","Committed","Funded","FCDL Issued","Verizon Wireless (Cellco Partnership)",143000677,"Category1","Data Transmission and/or Internet Access","Wireless","Wireless data service",4,"Gbps",4,"Gbps",40.12,0,40.12,2,80.24,12,962.88,0,0,0,0,0,962.88,0.5,481.44,481.44,0,1,NA,NA,NA,NA,NA,2,240.72,NA,2020,"Internet access service that includes a connection from any applicant site directly to the Internet Service Provider","Current","Yes","No",4000,4000,"gigabit","gigabit",145137,NA,21,"Suburban Large","Suburban","bandwidth target met","over50",2
"220",17001765,"OH0141",2,"medina county district library  main","library","No","main branch, public library","Active","210 South Broadway Street","Medina","OH",44256,NA,"Medina",41.1376659,-81.862206,"Congressional District 16","Urban",NA,NA,NA,NA,17000247,"Ohio Public Library Information Network","consortium","2323 W. Fifth Ave, Ste 130","Columbus","OH",43204,"Congressional District 15",2022,221011860,2299014136,2299014136.001,"In-Window","Committed","Funded","FCDL Issued","Everstream Solutions, LLC",143048755,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",500,"Mbps",500,"Mbps",650,0,650,1,650,12,7800,0,0,0,0,0,7800,0.68,5304,2496,76000,1,NA,NA,NA,NA,7800,1,5304,NA,2020,"Data connection(s) for an applicant’s hub site to an Internet Service Provider or state/regional network where Internet access service is billed separately","Current","Yes","No",500,500,"served_not_gigabit","not_gigabit",145137,NA,21,"Suburban Large","Suburban","bandwidth target not met","over50",2
